Date	Time	Location	Description
01-21-12	1125	McCormick Rd	LOST PROPERTY
01-21-12	1401	1210 Lee Street, East Garage	VANDALISM
01-22-12	0400	Newcomb Hall	ASSIST CITIZEN
01-22-12	0433	1200 Wertland Street	ASSIST CITIZEN
1-22-12	1600	195 Vaughn Drive	PROPERTY DAMAGE
01-22-12	1857	525 McCormick Road	BREAKING & ENTERING
01-22-12	2330	UVA Emergency Room	FOUND PROPERTY
01-23-12	1015	Lane Rd	TRAFFIC ACCIDENT
01-23-12	2005	450 Whitehead Road	LOST PROPERTY
01-24-12	1216	1215 Lee Street	LARCENY FROM BUILDING
01-24-12	1445	UVA Hospital 6 West	SEX OFFENSE
01-24-12	2130	395 McCormick Road	LARCENY
01-24-12	1650	213 Lefevre Dorm	ASSIST AGENCY
01-24-12	2130	Younger Dorm	ASSIST CITIZEN
01-25-12	0116	467 Lambeth	SUSPICIOUS CIRCUMSTANCES
01-24-12	2355	Chancellor St & Madison Ave	DRUNK IN PUBLIC
01-25-12	2227	University Hall Loading Dock	MOTOR VEHICLE THEFT
01-26-12	1432	Lambeth Field Parking Lot	VANDALISM
01-26-12	1633	UVA Hospital East Garage	DISORDERLY CONDUCT
01-27-12	0320	Humphreys House	ASSIST CITIZEN
01-27-12	1000	Thornton Hall	BURGLARY BREAKING & ENTERING
01-27-12	1425	Hospital East Garage NO P.I.	HIT & RUN
01-27-12	1751	Farrish Circle	VEHICLE ACCIDENT
01-27-12	1855	21 Hospital Drive	VANDALISM
01-27-12	2355	Farrish Circle	FAMILY OFFENSE/NON
01-27-12	2316	295 Massie Road	TRAFFIC ACCIDENT
01-28-12	0330	380 Crispell Drive	ASSIST CITIZEN
01-28-12	1130	JAG School	BREAKING & ENTERING
01-28-12	1552	1210 Lee Street	SUSPICIOUS CIRCUMSTANCE
01-28-12	1555	409 McCormick Road	Lost Property
01-29-12	0400	Fitzhugh House	ASSIST CITIZEN
01-29-12	0433	Dunnington House	NARCOTICS VIOLATION
01-29-12	0422	203 Rugby Road	ASSAULT
01-29-12	1315	Lambeth Field Parking Lot	VANDALISM
01-29-12	1337	530 McCormick Road	HIT & RUN
01-29-12	1612	Chemistry Building	LARCENY
01-30-12	1200	UVA Bookstore	ASSIST CITIZEN
01-30-12	1030	New Cabell Hall	Larceny
01-30-12	1510	5 Building	LARCENY
01-30-12	1912	North Grounds Recreation Center	LARCENY
01-30-12	2320	220 W. Market Street	ASSIST AGENCY
01-31-12	0938	Geldard Drive NO P.I.	TRAFFIC ACCIDENT
01-31-12	1534	201 Sprigg Lane	ASSIST CITIZEN MEDICAL
01-31-12	2330	182 Crispell Drive	FIRE NOT ARSON
01-31-12	2216	Clark Hall	LARCENY FROM BUILDING
02-01-12	0415	UVA Law School	SUSPICIOUS CIRCUMSTANCES
02-01-12	1020	Jordan Hall	Obscene phone call
02-01-12	1452	UVA Hospital	FOUND PROPERTY
02-01-12	1715	Chemical Engineering	SUSPICIOUS CIRCUMSTANCES
02-01-12	1953	Massie Road	ASSIST CITIZEN MEDICAL
02-02-12	0130	UVA Hospital	FOUND PROPERTY
02-02-12	0447	585 McCormick Road	ATTEMPTED SUICIDE
02-02-12	0530	Brooks Hall	FOUND PROPERTY
02-02-12	0930	Rice Hall	SUSPICIOUS CIRCUMSTANCES
02-02-12	1111	Lambeth Parking Lot	VANDALISM
02-02-12	1637	203 Sprigg Lane	MEDICAL  ASSIST
02-02-12	0130	Alderman Library	FOUND PROPERTY
02-02-12	1658	1920 Carrs Hill Road	ANNOYING CALLS
02-03-12	0211	University Ave/14th St.	ASSAULT
02-03-12	1130	Off Route 302 NO P.I.	TRAFFIC ACCIDENT
02-04-12	0125	Farrish Circle NO P.I.	TRAFFIC ACCIDENT
02-04-12	1350	111 Mimosa Drive	ASSIST AGENCY
02-04-12	1645	Dunglison Dorm	Suspicious Circumstances
02-04-12	2330	409 Lane Road	ARSON
02-05-12	0500	Woody House	ASSIST CITIZEN
02-05-12	0500	Dunglison House	ASSIST CITIZEN
02-05-12	0450	University Avenue & Rugby Road	SIMPLE ASSAULT
02-05-12	0015	465 Lambeth	ASSIST CITIZEN
02-05-12	0400	21 Hospital Drive	ASSIST AGENCY
02-05-12	0440	460 Lambeth	ASSIST CITIZEN
02-05-12	1030	206 Alderman Road	FOUND PROPERTY
02-05-12	1300	The Lawn	VANDALISM
02-05-12	2100	11th Street & Crispell Drive	DRIVING SUSPENDED
02-05-12	2306	163 Rugby Road	LOST PROPERTY
02-06-12	0120	Gilmer Hall	LARCENY/THEFT FROM MOTOR VEHICLE
02-06-12	1212	Chemical Engineering	OBSCENE PHONE CALLS
02-06-12	1540	2304 Ivy Road	PROPERTY DAMAGE
02-07-12	0718	1215 Lee Street	PROPERTY FOUND
02-07-12	1300	Emily Couric Cancer Center	LARCENY
02-07-12	1720	Mechanical Engineering	FIRE ALARM
02-07-12	1600	405 Emmet Street	LARCENY
02-07-12	1615	110 Bayly Drive	LARCENY FROM BUILDING
02-07-12	2030	Wilson Hall	LARCENY
02-08-12	1215	Lambeth Field Parking Lot	PROPERTY FOUND
02-08-12	1300	Physics Building	MEDICAL ASSIST
02-08-12	1315	Gooch Dillard Fire Lane	TRAFFIC ACCIDENT
02-08-12	1628	Campbell Hall	PROPERTY LOST
02-08-12	1920	1222 JPA	BREAKING AND ENTERING
02-08-12	2352	Newcomb Hall	TRESPASS
02-08-12	2030	510 Massie Road NO P.I.	HIT AND RUN
02-09-12	0240	1215 Lee Street	FOUND PROPERTY
02-09-12	1335	1210 Lee Street	TRAFFIC ACCIDENT
02-10-12	0612	Millmont Street	TRAFFIC ACCIDENT
02-10-12	1000	Wilsdorf Hall	LARCENY
02-10-12	1255	West Scott Stadium Parking Lot	PROPERTY DAMAGE
02-11-12	0455	1215 Lee Street	ASSIST AGENCY
02-11-12	0015	Observatory Hill Dining Hall	ASSIST CITIZEN
02-11-12	1215	Kent Dorm	LARCENY
02-11-12	1600	Lefevre Dorm	LARCENY
02-11-12	1745	457 Lambeth Field	ASSIST CITIZEN
02-11-12	2231	117 Johnson House	SUSPICIOUS CIRCUMSTANCE
02-12-12	0130	Whyburn House	ASSIST CITIZEN
02-12-12	0320	Trailways bus	FOUND PROPERTY
02-13-12	0700	Chemistry Building	FOUND PROPERTY
02-13-12	0945	Cross Road Store	LARCENY
02-13-12	1440	Nau Hall	LOST PROPERTY
02-13-12	1800	457 Seymour Road	POSSESION OF MARIJUANA
02-14-12	1200	1910 Carr’s Hill	VANDALISM
02-14-12	1111	Gildersleeve Dorm	LARCENY
02-14-12	1210	Clemons Library	LARCENY
02-14-12	1700	UVA Hospital 5 East	ASSIST AGENCY
02-15-12	0200	Humphreys Dorm	ANNOYING PHONE CALLS
02-15-12	0807	Hospital East Parking Garage NO P.I.	TRAFFIC ACCIDENT
02-15-12	1138	Gibson Hall	THREATENING PHONE CALLS
02-15-12	1645	UVA Police Department	FOUND PROPERTY
02-15-12	2030	Alderman Library	LOST PROPERTY
02-16-12	0015	UVA Hospital	SUSPICIOUS CIRCUMSTANCES
02-16-12	0028	Newcomb Road NO P.I.	TRAFFIC ACCIDENT
02-16-12	0930	Primary Care Center	DISORDERLY CONDUCT
02-16-12	0808	Stadium Road	SUSPICIOUS CIRCUMSTANCES
02-17-12	2231	Dillard Dorm	ASSIST CITIZEN
02-17-12	2330	178 Culbreth Road	FIRE
02-18-12	0405	Cauthen House	ASSIST CITIZEN
02-18-12	0520	UVA ER	ASSIST CITIZEN
02-18-12	0524	Madison Hall	VANDALISM
02-18-12	1246	Seymour Road	FIRE ACCIDENTAL
02-18-12	1630	2304 Ivy Road	LOST PROPERTY
02-19-12	0500	Lefevre House	ASSIST CITIZEN
02-19-12	0410	Monroe Hall	SIMPLE ASSAULT
02-19-12	0710	UVA Medical Center	SUSPICIOUS CIRCUMSTANCES
02-19-12	1820	1215 Lee Street	THREATNING PHONE CALLS
02-20-12	0100	East Parking Garage NO P.I.	VEHICLE ACCIDENT
02-20-12	1710	15 Hancock Road	LARCENY
02-20-12	2045	Long Dorm	DRUG VIOLATION
02-20-12	1958	409 McCormick Road	LARCENY
02-21-12	0115	UVA Hospital	SAFEKEEPING
02-21-12	0230	UVA Hospital	LARCENY
02-21-12	1500	McGuffey Alley	FOUND PROPERTY
02-21-12	1350	JAG School	SUSPICIOUS CIRCUMSTANCES
02-21-12	1645	UVA Hospital West	FOUND PROPERTY
02-21-12	1930	UVA Hospital	LOST PROPERTY
02-16-12	0028	Newcomb Road NO P.I.	TRAFFIC ACCIDENT
02-22-12	0943	UVA Primary Care Center	LARCENY
02-22-12	1249	UVA Hospital	LARCENY
02-22-12	1400	UVA Hospital	SUSPICOUS CIRCUMSTANCE
02-22-12	1552	UVA Medical Center E.D.	LOST PROPERTY
02-23-12	0342	Alderman Library	ASSIST CITIZEN
02-23-12	1120	Smith Dorm	LARCENY
02-23-12	1330	UVA Hospital	SUSPICIOUS CIRCUMSTANCES
02-23-12	1430	Jordan Hall	PROPERTY DAMAGE
02-23-12	1730	Maury Hall	LOST PROPERTY
02-23-12	2000	UVA Hospital	TRESPASS
02-23-12	2145	Peabody Hall	ASSIST CITIZEN
02-24-12	0214	Culbreth Road & Rugby Road	LIQUOR LAW VIOLATION
02-21-12	1714	248 McCormick Road; Monroe Hall	LARCENY
02-24-12	1730	Wilsdorf Hall	LARCENY
02-24-12	2011	Claude Moore Nursing School Lobby	LOST PROPERTY
02-24-12	1840	Bayley Art Museum	ASSIST CITIZEN
02-25-12	0155	100 Block of Rugby Road	ASSIST CITIZEN
02-25-12	0240	Dillard Dorm	ASSIST CITIZEN
02-25-12	0213	UVA Hospital	ASSIST CITIZEN
02-25-12	0253	Echols House	ASSIST CITIZEN
02-25-12	1437	1101 Millmont Street	TRAFFIC ACCIDENT
02-25-12	1845	102 Amphitheater Way	SUSPICIOUS CIRCUMSTANCES
02-26-12	0220	Dunglison House	ASSIST CITIZEN
02-26-12	0110	Student Activities Building	DIP
02-26-12	0230	Hancock House	ASSIST CITIZEN
02-26-12	0153	Clemons Library	ASSIST CITIZEN
02-26-12	0233	600 block of Alderman Road	ASSAULT
02-26-12	0415	Humphreys House	ASSIST CITIZEN
02-26-12	0505	Humphreys House	ASSIST CITIZEN
02-26-12	0400	Dobie House	ASSIST CITIZEN
02-26-12	2300	UVA Hospital	TRESPASS
02-27-12	1257	163 Rugby Road	LARCENY
02-27-12	1539	Stadium Road NO P.I.	TRAFFIC ACCIDENT
02-28-12	0150	11th Street Garage	ASSIST CITIZEN
02-28-12	1755	1215 Lee Street	FOUND PROPERTY
02-28-12	1955	Brown D3 Lot	PROPERTY DAMAGE
02-29-12	0410	Crispell Dr. & Lee St	DUI
02-29-12	0800	2400 Old Ivy Road	ASSAULT BY INTIMIDATION
02-29-12	1421	Observatory Hill Dining	LARCENY
02-29-12	1400	Student Health Building	ASSIST CITIZEN MEDICAL
03-01-12	0510	Ruffner Hall	PROPERTY FOUND
03-01-12	0700	Old Cabell Hall	ASSIST CITIZEN MEDICAL
03-01-12	0924	McCormick Road NO P.I.	TRAFFIC ACCIDENT
03-02-12	1216	1215 Lee Street NO P.I.	TRAFFIC ACCIDENT
03-02-12	1706	1200 Block Lee Street	PROPERTY DAMAGE
03-02-12	2227	1221 Lee Street	LARCENY
03-03-12	0548	1215 Lee Street E.R. Room #42	FOUND PROPERTY
03-03-12	2100	117 11th Street SW	LOST PROPERTY
03-04-12	0324	300 15th Street	DIP
03-04-12	1955	New Cabell Hall	LOST PROPERTY
03-05-12	0500	1210 Lee Street	SIMPLE ASSAULT
03-05-12	0805	Hospital East Parking Garage No PI	HIT AND RUN
03-06-12	0200	University Chapel	TRESPASS
03-06-12	0102	Alderman Library	STOLEN AUTO
03-06-12	0305	1215 Lee Street	FOUND PROPERTY
03-06-12	1530	UVA ER	ASSIST AGENCY
03-06-12	2200	1215 Lee Street	DRUNK IN PUBLIC
03-07-12	1000	Gibson Hall	LARCENY FROM BUILDING
03-07-12	1325	Hancock Parking Lot	TRAFFIC ACCIDENT
03-08-12	0530	T4 Parking Lot	LARCENY
03-08-12	1428	Hospital East Parking Garage	SIMPLE ASSAULT
03-09-12	2010	UVA Hospital	FOUND PROPERTY
03-10-12	1524	Alderman Road	DIP
03-11-12	1820	UVA Hospital	FOUND PROPERTY
03-12-12	1102	Facilities Management Parking Lot	PROPERTY DAMAGE
03-12-12	1157	Fontana Foods Parking Lot	LARCENY
03-12-12	2231	McCormick Road	LARCENY
03-13-12	1220	Pratt Drive NO P.I.	TRAFFIC ACCIDENT
03-13-12	1540	UVA Bookstore	LARCENY
03-13-12	1719	Carruthers Hall	ASSIST CITIZEN
03-14-12	0445	417 Brandon Ave	DRUNK IN PUBLIC
03-14-12	0915	Facilities Management	PROPERTY DAMAGE
03-14-12	1500	325 Clemons Library	LOST PROPERTY
03-14-12	1521	2304 Ivy Rd	FOUND PROPERTY
03-14-12	1914	UVA Hospital E.R.	LOST PROPERTY
03-15-12	0838	Alderman Road NO PI	TRAFFIC ACCIDENT
03-15-12	0940	Fontaine Research Park	FRAUD
03-15-12	1430	UVA	LARCENY
03-15-12	1357	Campbell Hall area	LARCENY
03-15-12	1411	185 McCormick Road	TRAFFIC ACCIDENT
03-16-12	0437	Buckler Dr.	MEDICAL ASSIST
03-16-12	1000	Mechanical Engineering	BREAKING/ENTERING
03-16-12	1411	Lane Rd. NO PI	HIT/RUN
03-16-12	2000	McCormick Road	LARCENY
03-16-12	2158	J.P.J. Arena	D.I.P.
03-16-12	2340	UVA Hospital	ASSAULT/INTIMIDATION
03-17-12	0015	316 Hancock House	BURGLARY
03-17-12	0320	Chancellor Street & Madison Lane	DRUG VIOLATION
03-17-12	0150	Lambeth Parking Lot	ASSIST CITIZEN
03-17-12	0315	301 Hancock House	ASSIST CITIZEN
03-17-12	1044	Hancock Dorm	BREAKING AND ENTERING
03-17-12	1304	UVA Hospital 6 East	WARRANT SERVICE
03-17-12	1551	Crispell Drive	SIMPLE ASSUALT
03-17-12	2120	UVA Emergency Room	D.I.P.
03-17-12	2150	11 Elliewood Ave	ASSIST CITIZEN
03-17-12	2350	248 McCormick Road	D.I.P.
03-18-12	0300	2306 Ivy Road	TRAFFIC STOP
03-18-12	0240	Webb Dorm	MEDICAL ASSIST
03-18-12	0250	Webb Dorm	ASSIST CITIZEN
03-18-12	0630	McCormick Road	DUI
03-18-12	1900	1215 Lee Street	LOST PROPERTY
03-18-12	1930	Medical Center	LOST PROPERTY
03-18-12	2211	291 McCormick Road	FOUND PROPERTY
03-19-12	1916	2306 Ivy Road NO P.I.	TRAFFIC ACCIDENT
03-19-12	0840	McLeod Parking Garage	LARCENY
03-19-12	0818	Old Cabell Hall Lobby	VANDALISM
03-19-12	1827	290 Massie Road	Larceny
03-19-12	2020	Elson Student Health Center	ASSIST CITIZEN MEDICAL
03-19-12	2130	1215 Lee Street	SUICIDE ATTEMPT
03-20-12	1020	UVA Hospital Emergency Room	SIMPLE ASSUALT
03-20-12	1157	Brown College	LARCENY
03-20-12	1015	1210 Lee Street NO P.I.	TRAFFIC ACCIDENT
03-20-12	1520	UVA Hospital Emergency Room	WARRANT SERVICE
03-20-12	1540	409 Emmet Street NO P.I.	TRAFFIC ACCIDENT
03-20-12	2200	East Garage Level B	LARCENY
03-21-12	1140	Echols House	LOST PROPERTY
03-21-12	1419	Massie Road NO P.I.	HIT & RUN
03-21-12	1602	420 McCormick Rd.	LARCENTY
03-21-12	2025	351 McCormick Rd.	SUSPICIOUS PERSON
03-21-12	1740	434 Lannigan Lane	FOUND PROPERTY
03-22-12	1618	Caruthers Hall, Purchasing Dept	FRAUD
03-22-12	1750	735 Alderman Road	TRAFFIC ACCIDENT
03-22-12	2350	2270 Ivy Road KCRC	SIMPLE ASSAULT
03-23-12	0408	505 Edgemont Street	ASSIST CITIZEN
03-23-12	0430	Dunnington House	ALARM
03-23-12	0640	Lambeth House	VANDALISM
03-23-12	1500	MCCORMICK ROAD	LOST PROPERTY
03-23-12	2130	410 Golf Course Dr	ASSIST CITIZEN
03-24-12	0500	JPJ Arena	DRUNK IN PUBLIC
03-24-12	0400	JPJ Arena	SIMPLE ASSAULT & FOUND PROPERTY
03-23-12	2346	60 Monroe Hill Rd	NARCOTICS VIOLATION
03-23-12	2345	JPJ Arena	ASSIST CITIZEN
03-24-12	0100	Emily Couric Cancer Center	DRUNK IN PUBLIC
03-24-12	0330	Runk Dining Hall	SUSPICIOUS CIRCUMSTANCES
03-24-12	0500	120 Dunnington House	ASSIST CITIZEN
03-24-12	1550	400 S. Emmet St	PROPERTY DAMAGE
03-25-12	0905	JPJ Garage	FOUND PROPERTY
03-25-12	1110	Lannigan Field	LOST PROPERTY
03-25-12	1300	UVA Medical Center	SIMPLE ASSAULT
03-25-12	1717	695 Alderman Road	VANDALISM
03-26-12	1625	10 Bonnycastle Dr.	LARCENY
03-26-12	1900	5 North UVA Hospital	SIMPLE ASSAULT
03-26-12	1830	5 North UVA Hospital	SIMPLE ASSAULT
03-26-12	1927	164 McCormick Rd	ASSIST CITIZEN
03-26-12	2100	Lambeth Parking Lot	STOLEN AUTO
03-26-12	2320	Cauthen Dorm	THREATENING PHONE CALLS
03-27-12	0233	UVA Hospital	FIRE
03-27-12	1630	JPJ Arena	FORCIBLE FONDLING
03-27-12	2255	128 Amphitheater Way	MEDICAL ASSIST
03-28-12	2240	Hench Dorms	SUSPICIOUS CIRCUMSTANCES
03-29-12	1900	UVA Hospital	THREATENING PHONE CALLS
03-30-12	0340	McCormick Road	LIQUOR LAW VIOLATION
03-30-12	0400	Metcalf Dorm	ASSIST CITIZEN
03-30-12	0315	McCormick Road	MEDICAL ASSIST
03-30-12	1409	UVA Hospital	BOMB THREAT
03-30-2012	1318	Lee Street	HIT & RUN
03-30-2012	1443	Cabell Drive NO P.I.	VEHICLE ACCIDENT
03-30-2012	1557	Old Cabell Hall	LOST PROPERTY
03-30-12	1945	McCormick Road	SUSPICIOUS CIRCUMSTANCES
03-30-2012	1800	Jordon Hall	GAS LEAK
OCC:	03-31-12	Dunglison	MEDICAL ASSIST
03-31-12	0850	Milmont Street NO P.I.	VEHICLE ACCIDENT
04-01-12	0100	Humphreys House	MEDICAL ASSIST
04-01-12	0500	UVA ER	ASSIT AGENCY
04-01-12	0355	384 Gooch Dorm	SIMPLE ASSAULT
04-02-12	0633	Ruffin Hall	VANDALISM
04-02-12	1400	400 Brandon Avenue	ASSIST CITIZEN ECO
04-02-12	1430	Cauthen House	ASSUALT
04-02-12	1715	1826 University Avenue	PROPERTY FOUND
04-02-12	2340	UVA Hospital East	VANDALISM
04-03-12	0200	165 Rugby Road	ASSIST CITIZEN
04-03-12	1135	Clark Hall	SUSPICIOUS CIRCUMSTANCES
04-03-12	0918	5	SUSPICIOUS CIRCUMSTANCES
04-03-12	1529	Elson Student Health	LARCENY
04-03-12	2029	Woody Dorm	LOST PROPERTY
04-03-12	2135	McIntire Ampitheater	FRAUD
04-03-12	2345	1215 Lee Street	ASSIST CITIZEN
04-04-12	1100	Onesty Hall	TRESPASS
04-04-12	1202	McCormick Road Ramp	PROPERTY DAMAGE
04-04-12	1226	Hospital West	PROPERTY FOUND
04-04-12	1323	Cavalier Computers	FRAUD
04-04-12	1923	Minor Hall	THREATING PHONE CALLS
04-04-12	2037	Commerce School	LARCENY
04-05-12	0300	10 Bonnycastle Road	SIMPLE ASSUALT
04-05-12	0915	Jordan Hall NO P.I.	TRAFFIC ACCIDENT
04-05-12	1558	Clark Hall	LOST KEYS
04-05-12	2230	UVA Hospital ER	MEDICAL ASSIST
04-06-12	0300	University Avenue & Elliewood	MEDICAL ASSIST
04-06-12	1240	Emmet Street NO P.I.	TRAFFIC ACCIDENT
04-06-12	1459	525 McCormick Road NO P.I.	TRAFFIC ACCIDENT
04-06-12	1602	Lanigan Track	LARCENY
04/07/12	0230	Brown College	MEDICAL ASSIST
04/07/12	1155	Younger Dorms	SUSPICIOUS CIRCUMSTANCES
04/08/2012	0955	MR 5 Building	TRESPASS
04/09/2012	2215	Newcomb Hall Dining Hall	VANDALISM
04/08/2012	1000	UVA Emergency Room	ASSAULT
04/10/2012	2318	East Parking Garage NO P.I.	HIT & RUN
04-11-12	1900	600 Nash Drive	ASSIST CITIZEN
04-12-12	0700	UVA Emergency Room	ASSIST CITIZEN ECO
04-12-12	1200	UVA Hospital Radiology	SUSPICIOUS CIRCUMSTANCE
04-12-12	1247	500 Monroe Lane	PROPERTY DAMAGE
04-12-12	1638	145 McCormick Road	SUSPICIOUS CIRCUMSTANCE
04-12-12	2118	1215 Lee Street	ASSIST AGENCY
04-12-12	2215	395 McCormick Road Wilsdorf Hall	LARCENY
04-13-12	2200	1215 Lee Street	ASSIST AGENCY
04-13-12	1232	West Complex UVA Hospital	FOUND PROPERTY
04-13-12	1610	Madison Hall	SUSPICIOUS CIRCUMSTANCE
04-13-12	2110	801 N. Emmet Street	DRIVING SUSPENDED
04-14-12	0130	323 Kent	MEDICAL ASSIST
04-14-12	0919	Alderman Road Construction Site	TRESPASS
04-14-12	2250	Newcomb Road & University Avenue	SIMPLE ASSAULT
04-15-12	0340	Rotunda Alley	PROPERTY DAMAGE
04-15-12	0634	835 Copely	ASSIST CITIZEN
04-15-12	0808	McLeod Hall Parking Garage	LARCENY
04-15-12	1718	300 Massie Road	PROPERTY DAMAGE
04-15-12	1713	467 Lambeth Field	LARCENTY
04-15-12	2012	774 Alderman Road	BURGLARY
04-15-12	2020	450 Whitehead Rd.	PROPERTY DAMAGE
04-15-12	2115	John Paul Jones Arena	ASSIST CITIZEN
04-15-12	2150	John Paul Jones Arena	ASSIST CITIZEN
04-16-2012	0335	University Ave & Hospital Dr	ASSIST CITIZEN
04-16-2012	0808	585 McCormick Rd NO PI	TRAFFIC ACCIDENT
04-16-2012	1240	163 Rugby Rd	LOST PROPERTY
04-16-2012	1352	1900 Carr’s Hill Rd NO PI	TRAFFIC ACCIDENT
04-16-2012	1545	Barringer	DISORDERLY CONDUCT
04-16-2012	1530	2304 Ivy Road	SAFEKEEPING
04-17-2012	0640	Bryan Hall	FOUND PROPERTY
04-17-2012	1037	1215 Lee Street.	LARCENY
04-17-2012	1029	Chapel	VANDALISM
04-17-2012	1310	100 Newcomb Road	LARCENY
04-17-2012	1300	11th Street Generator Lot	LARCENY
04-17-2012	1245	1222 JPA	LARCENY
04-17-2012	1500	1215 Lee St.	LARCENY
04-17-2012	2008	Bryan Hall	SUSPICIOUS CIRCUMSTANCES
04-18-2012	0928	190 McCormick Road	THREATENING EMAIL
04-18-2012	1510	169 Rugby Road	TRESPASS
04-17-2012	1200	Emily Couric Cancer Center	LARCENY
04-18-2012	1551	Brown College	LARCENY
04-18-2012	2242	201 Cabell Drive	LOST PROPERTY
04-18-2012	2235	West Range	LOST PROPERTY
04-19-2012	0710	211 Gwathmey House	VANDALISM
04-19-2012	1500	AFC	LARCENY
04-19-2012	1501	500 Monroe Lane	SUSPICIOUS CIRCUMSTANCES
04-19-2012	1641	Copely Road NO P.I.	TRAFFIC ACCIDENT
04-20-12	0100	Hancock Dorm	ASSIST CITIZEN
04-20-12	0945	1215 Lee Street NO P.I.	HIT & RUN
04-20-12	1500	Rotunda	LOST PROPERTY
04-20-12	1415	600 Massie Road	FRAUD
04-20-12	1804	1215 Lee Street	LARCENY/THEFT FROM BUILDING
04-20-12	1850	1215 Lee Street	ASSIST AGENCY
04-21-12	0020	Alderman Rd. & Gilmer Dr.	ASSIST CITIZEN MEDICAL
04-21-12	0154	Dunglison Dorm	ASSIST CITIZEN MEDICAL
04-21-12	0700	UVA Emergency Room	FOUND PROPERTY
04-21-12	2024	505 Edgemont Road NO. P.I.	TRAFFIC ACCIDENT
04-22-12	0515	222 Woody	MEDICAL ASSIST
04-22-12	1500	Kellogg House	TREATENING CALLS
04/22/2012	2115	1215 Lee Street	TREATENING CALLS
04/22/12	1842	409 McCormick Rd	HAZMAT SITUATION
04-23-12	0147	600 West Main Street	DUI
04-23-12	0430	415 Lane Road	TRESPASSING
04-23-12	0745	MR4 Building	FOUND PROPERTY
04-23-12	0840	McCormick Road	LOST PROPERTY
04-23-12	1324	East Lawn	BREAKING & ENTERING
04-23-12	1851	East Lawn	LARCENY
04-24-12	0321	Bryan Hall	VANDALISM
04-24-12	1200	Olsson Hall Parking Lot	PROPERTY DAMAGE
04-24-12	1809	158 Maury Hall	LARCENY FROM BUILDING
04-25-12	0410	West Main Street & Roosevelt Brown Boulevard	DUI
04-25-12	1717	66 Lambeth Commons	LARCENY
04-25-12	2100	115 Ruppel Drive	FIRE ALARM
04-25-12	1855	McCormick Road NO P.I.	TRAFFIC ACCIDENT
04-25-12	2135	164 McCormick Road	TRESPASS
04-25-12	2300	1215 Lee Street	ASSIST AGENCY
04-26-12	0300	4th Street S.W. & Dice Street	ASSIST AGENCY
04-26-12	1120	UVA Hospital	ASSIST AGENCY
04-26-12	1415	11th Street S.W.	DIP
