Date	Time	Location	Description
02-27-11	0231	Central Grounds Garage	VEHICLE ACCIDENT
02-27-11	0500	Clemons Library	FOUND PROPERTY
02-28-11	0025	Slaughter Rec Center	ASSIST CITIZEN, MEDICAL
02-28-11	1207	Emmet Street	DRUG/NARCOTIC VIOLATION
02-28-11	1428	Rugby Road	BURGLARY
02-28-11	1245	Lambeth Commons	ATTEMPTED FRAUD
02-28-11	2030	Thornton Hall	ASSIST CITIZEN, MEDICAL
03-01-2011	0128	UVA Hospital	LARCENY
03-01-2011	0250	169 Rugby Road	SUSPICIOUS CIRCUMSTANCES
03-01-2011	0450	UVA Medical Center	SUSPICIOUS CIRCUMSTANCES
03-01-2011	1000	Cage Parking Lot	VANDALISM
03-01-2011	1545	UVA Hospital	ASSIST AGENCY
03-01-2011	1519	Dabney House	SUSPICIOUS CIRCUMSTANCES
03-01-2011	2230	Clark Hall bicycle rack	LARCENY
03-02-11	0310	Carr’s Hill field	SUSPICIOUS PERSON
03-02-11	1200	UVA Hospital West	LARCENY
03-02-11	1239	Brown College	LARCENY
03-02-11	1615	Gooch Dorm	LOST PROPERTY
03-02-11	1700	UVA Hospital West	LARCENY
03-03-11	0412	1115 Wertland Street	DUI
03-03-11	1305	UVA Hospital	ASSIST AGENCY
03-03-11	1821	Emmet Street NO P.I.	TRAFFIC ACCIDENT
03-03-11	1925	Woody Dorm	NARCOTICS VIOLATION
03-03-11	2146	Carrs Hill Field	LARCENY
03-03-11	2345	John Paul Jones Arena	DIP
03-03-11	2345	John Paul Jones Arena	DIP
03-03-11	2345	John Paul Jones Arena	DIP
03-03-11	2345	John Paul Jones Arena	DIP
03-04-11	0145	John Paul Jones Arena	ASSIST CITIZEN
03-04-11	0400	John Paul Jones Arena	ASSIST CITIZEN
03-04-11	0320	14 Hancock	MEDICAL ASSIST
03-04-11	0330	Chemistry Building	FOUND PROPERTY
03-04-11	0747	UVA Emergency Room	ASSIST AGENCY
03-04-11	0940	UVA Emergency Room	THEFT OF MOTOR VEHICLE
03-04-11	2350	UVA Hospital	SUSPICIOUS CIRCUMSTANCES
03-05-11	1128	UVA Hospital	ASSIST CITIZEN
03-05-11	1520	North Grounds Recreation Center	LARCENY
03-05-11	1929	Bryan Hall	TRESPASSING
03-05-11	2010	UVA Hospital, 3 West	SIMPLE ASSAULT
03-05-11	2121	295 Massie Road	HIT & RUN
03-06-11	0220	McCormick Rd	VANDALISM/DESTRUCTION OF PROPERTY
03-06-11	0330	Roosevelt Brown Blvd & Crispell Dr	LIQUOR LAW VIOLATION
03-06-11	1929	21 Hospital Dr.	VANDALISM
03-07-11	00030	Medical Center	LARCENY
03-07-11	0815	515 Alderman Road	LARCENY
03-07-11	0830	John Paul Jones Arena	LOST PROPERTY
03-07-11	1118	515 Alderman Road	PROPERTY DAMAGE
03-07-11	1500	Lee Street	ASSAULT SIMPLE
03-07-11	1305	East Garage	TRAFFIC ACCIDENT
03-07-11	2000	Jordan Hall bus stop	ASSIST AGENCY
03-08-11	0040	1215 Lee Street	FOUND PROPERTY
03-08-11	0640	Ruppell Drive	FOUND PROPERTY
03-09-11	0351	UVA Hospital	LARCENY
03-09-11	1100	McCormick Rd Dorm Area	LARCENY
03-09-11	1445	UVA Hospital	LARCENY FROM BUILDING
03-09-11	1718	Lee Street	ASSIST AGENCY OTHER
03-09-11	1810	East Garage	FOUND PROPERTY
03-09-11	2210	Emmet Street	FOUND PROPERTY
03-10-11	0133	UVA Hospital	DOA
03-10-11	1300	Lee Street Garage	PROPERTY DAMAGE
03-10-11	1900	South Garage	VANDALISM
03-11-11	1310	Webb Dorm	LARCENY
03-11-11	2155	UVA Hospital	ASSIST CITIZEN
03-12-11	0400	West Main Street	DIP
03-12-11	0500	Rugby Road and University Avenue	DUI
03-13-11	1100	Alderman & Leake	TRAFFIC STOP/SUSPICIOUS CIRCUMSTANCES
03-14-11	0230	Emmet/Ivy Garage	VANDALISM/DESTRUCTION OF PROPERTY
03-14-11	0303	West Main Street	ASSIST AGENCY
03-14-11	1025	John Paul Jones	BREAKING AND ENTERING
03-14-11	1645	Lambeth Field Apartments	LARCENY
03-14-11	1930	Ruffner Hall	LOST PROPERTY
03-15-11	0145	Hospital Drive	DIP
03-15-11	1145	KCRC	BREAKING AND ENTERING
03-15-11	1030	UVA Police Department	PROTECTIVE ORDER
03-15-11	1530	West Range Cafe	SUSPICIOUS PERSON
0315-11	1724	Alderman Road NO P.I.	TRAFFIC ACCIDENT
03-16-11	0100	Scott Stadium	TRESPASS
03-16-11	0145	Wilsdorf Hall	FOUND PROPERTY
03-16-11	0405	Alderman Library	SUSPICIOUS CIRCUMSTANCES
03-16-11	1600	UVA Hospital East Garage	ASSIST CITIZEN MEDICAL
03-16-11	2019	Hall West Lot NO P I	TRAFFIC ACCIDENT
03-16-11	2214	Lambeth	VANDALISM
03-17-11	0220	155 Rugby Road	DIP
03-17-11	0810	Loading dock at Outpatient Surgery Center	TRAFFIC ACCIDENT
03-17-11	1330	Monroe Hall	LARCENY
03-17-11	1400	MR 4 Building	FIRE ALARM
03-17-11	2230	1221 Lee Street (Sidewalk)	DIP
03-17-11	2339	1705 Gordon Avenue (Rear parking lot)	DIP
03-18-11	0100	665 Alderman Road AREA	LARCENY
03-18-11	0130	Brown College area	ASSIST CITIZEN/MEDICAL
03-18-11	0315	112 11th Street	FAMILY OFFENSE
03-18-11	0500	Emmet Street	DUI
03-18-11	0400	190 McCormick Road	LARCENY
03-18-11	0920	Lee Street Parking Lot NO PI	VEHICLE ACCIDENT
03-18-11	1107	Hereford Drive NO PI	VEHICLE ACCIDENT
03-18-11	2112	Carr’s Hill Field	ASSIST CITIZEN
03-18-11	2004	McCormick Road	ASSIST CITZEN
03-18-11	2259	JPJ Parking Garage NO PI	TRAFFIC
03-19-11	0100	Old Cabell Hall	LOST PROPERTY
03-19-11	0230	Gilmer Hall	FOUND PROPERTY
03-19-11	0400	East Range Rotunda Alley	DIP
03-19-11	1720	1225 Lee Street	ASSIST AGENCY/WARRANT
03-20-11	0245	Metcalf House	ASSIST CITIZEN
03-20-2011	0345	Lambeth Field	ASSIST CITIZEN
03-20-11	0220	1215 Lee Street	SUSPICIOUS CIRCUMSTANCES
03-20-11	1430	300 Massie Road NO P.I.	TRAFFIC ACCIDENT
03-20-11	1030	Copeley Road F1 lot NO P.I.	TRAFFIC ACCIDENT
03-20-11	1821	Dawson’s Row #2	PROPERTY DAMAGE
03-20-11	1816	117 11th Street SW	TRESPASS
03-20-11	2015	Hotel F 50 Rotunda Dr	VANDALISM
03-20-11	1919	Ruffner Hall Auditorium	LARCENY
03-20-11	2231	1826 University Avenue	LOST PROPERTY
03-21-11	1430	Emmet Street	FOUND PROPERTY
03-21-2011	1304	Mimosa Drive	BREAKING AND ENTERING
03-20-11	0220	Culbreth Road Garage	LARCENY
03-21-11	1410	Lambeth Field NO P.I.	HIT AND RUN
03-21-11	2105	Alderman Road and McCormick Road	TRAFFIC STOP
03-21-11	2200	Ruffner Hall	PROPERTY LOST
03-22-2011	1445	Lancaster Way	VEHICLE ACCIDENT
03-22-2011	1115	Jefferson Park Ave	LOST PROPERTY
03-22-2011	1614	Echols Dorm	NARCOTICS VIOLATION
03-22-2011	1830	4	BURGLARY
03-22-2011	2140	Hospital Drive	TRESPASSING
03-23-11	0001	Gilmer Hall	SUSPICIOUS CIRCUMSTANCES
03-23-11	1510	Tuttle Dorm	MOTOR VEHICLE THEFT
03-23-11	1700	Aquatic Fitness Center	LARCENY
03-23-11	1513	UVA Medical Center	ANNOYING PHONE CALLS
03-23-11	1945	Aquatic and Fitness Center	ASSIST CITIZEN
03-23-11	2040	University Hall	LOST PROPERTY
03-24-11	0320	Clark Hall	VANDALISM
03-24-11	0930	UVA Bookstore	ANNOYING PHONE CALLS
03-24-11	1120	Core Medical Lab	COMPUTER HARRASMENT
03-24-11	1530	HSC East Parking Garage	PROPERTY DAMAGE
03-24-11	1638	UVA Hospital	SUSPICIOUS CIRCUMSTANCES
03-24-11	1748	McCue Center	MOTOR VEHICLE THEFT
03-24-11	2015	Maupin House	DISORDERLY CONDUCT
03-25-11	0425	Corner of 13th Street and Wertland Avenue	DIP
03-25-11	0540	107 Dabney	ASSIST CITIZEN
03-25-11	1423	1222 Jefferson Park Avenue	ASSIST AGENCY
03-25-11	0630	Webb House	ASSIST CITIZEN
03-26-11	0800	McCormick Road	DIP
03-26-11	0640	Jeannette Lancaster Way	ASSIST CITIZEN
03-26-11	1710	University Hall	FOUND PROPERTY
03-27-11	0830	Woody Dorm	LIQUOR LAW VIOLATION
03-27-11	1020	Rotunda	FOUND PROPERTY
03-27-11	1130	West Lawn	LARCENY
03-27-11	1215	6 Parking Lot	PROPERTY DAMAGE
03-27-11	1900	Law School area	ANIMAL BITE
03-28-11	0400	Physics Building	ASSIST MEDICAL
03-28-11	0915	Alderman Road	DAMAGED PROPERTY
03-28-11	1130	1217 Lee Street	ASSAULT
03-28-11	1915	Massie road	MEDICAL ASSIST
03-28-11	2130	1101 Millmont Street	FOUND PROPERTY
03-29-2011	0700	Dillard Dorm	FOUND PROPERTY
03-29-11	1220	Farrish Circle	SUSPICIOUS CIRCUMSTANCES
03-29-11	1510	Hench Dorm	STOLEN VEHICLE
03-29-11	1550	McCormick Rd	ASSIST CITIZEN MEDICAL
03-29-11	2223	AFC	LARCENY
03-29-11	2323	McCormick Road	LARCENY
03-29-11	2307	1215 Lee Street	ASSIST AGENCY
03-30-2011	0216	UVA Emergency Department	ASSIST AGENCY
03-29-11	1510	Hench Dorm Area	STOLEN VEHICLE
03-30-11	1145	Johnson Dorm	BREAKING AND ENTERING
03-31-11	0200	UVA Hospital	LARCENY
OCC:	03-31-11	UVA Hospital	ASSIST AGENCY
03-31-11	1050	Davis Dorm	SUSPICIOUS CIRCUMSTANCES
03-31-11	2300	UVA Medical Center	LARCENY FROM BUILDING
04-01-11	0430	UVA Hospital	LARCENY
04-01-11	0400	UVA Hospital	LARCENY
04-01-11	1330	295 Massie Road (Heating Plant)	TRAFFIC ACCIDENT
04-01-11	1700	Brooks Hall	PROPERTY FOUND
04-01-11	2045	Hospital Emergency Department	ASSIST AGENCY
04-01-11	2300	2 parking lot	PROPERTY FOUND
04-02-11	0145	Courtenay Dorm	ASSIST CITIZEN MEDICAL
04-02-11	0545	Emmet Street	DUI
04-02-11	0415	1811 Lambeth Lane	LARCENY FROM BUILDING
04-02-11	0530	Hospital Drive	TRESPASS
04-02-11	0945	Thornton Hall	LARCENY
04-02-11	1700	UVA Police Department	SUSPICIOUS CIRCUMSTANCES
04-02-11	1810	JPJ Parking Lot	SIMPLE ASSAULT
04-02-11	2330	JPJ Rear parking Lot NO P. I.	TRAFFIC HIT AND RUN
04-03-11	0240	1820 Carr’s Hill	SIMPLE ASSAULT
04-03-11	0710	Norris Dorm	LARCENY
04-03-11	0915	Lambeth Field Parking Lot	FOUND PROPERTY
04-03-11	1545	Carr’s Hill Field	LARCENY
04-04-11	0519	1600 Jefferson Park Ave.	DUI
04-04-11	0326	1240 Lee Street	DIP
04-04-11	0819	Medical Center Shuling Wing	VANDALISM
04-04-11	1030	Monroe Lane	VANDALISM
04-04-11	1149	McCormick Road	LOST PROPERTY
04-04-11	1420	Aquatics Fitness Center	THEFT
04-04-11	1425	Alumni Hall	PROPERTY DAMAGE
04-04-11	1559	West Complex roof	VANDALISM
04-04-11	1943	Bavaro Hall	DAMAGED PROPERTY
04-04-11	2033	Observatory Hill Dining Facility	LARCENY
04-04-11	2140	UVA Hospital	THREATENING PHONE CALL
04-04-11	2200	UVA Hospital	BURGLARY
04-05-11	0345	UVA Hospital	SUSPICIOUS PERSON
04-05-11	1150	Lee Street Garage	LARCENY
04-05-11	1400	UVA Hospital	ASSIST AGENCY
04-05-11	1429	UVA	HARASSMENT
04/05/11	1642	Monroe Lane	PROPERTY LOST
04-05-11	2045	Chemistry Building	MEDICAL ASSIST
04-06-11	0400	Medical Center	LARCENY
04-06-11	0055	Alderman Library	LARCENY
04-06-11	0805	University Hall parking lot	PROPERTY DAMAGE
04-06-11	1400	Norris Dorm	LARCENY
04-06-11	1500	UVA Hospital	ASSIST CITIZEN
04/06/11	2112	Central Grounds Parking Garage NO PI	HIT AND RUN
04-06-11	2244	1015 Massie Road at The Park	ASSIST CITIZEN
04-07-11	1720	UVA Emergency Department	FOUND PROPERTY
04-08-11	0803	Gilmer Hall Green House	VANDALISM
04-08-11	1130	South Lawn	VANDALISM
04-08-11	1923	UVA Hospital	ASSIST AGENCY
OCC:	04-08-11	Medical Education Building	LARCENY
04-08-11	1615	Emily Couric Cancer Center	SUSPICIOUS CIRCUMSTANCE
04-08-11	1900	Newcomb Hall Food Court	LOST PROPERTY
04-08-11	1930	Scott Stadium	ACCIDENT
04-08-11	2230	Rugby Road	MEDICAL ASSIST
OCC:0012	04-09-11	Hancock Dorm	ASSIST CITIZEN
OCC:0049	04-09-11	189 Culbreth Road	LARCENY
OCC:0207	04-09-11	Jordan Hall	VANDALISM
OCC:0235	04-09-11	Lambeth Apartments	ASSIST CITIZEN
OCC:0507	04-09-11	UVA Hospital ER	ASSIST CITIZEN
OCC:1800	04-09-11	Newcomb Hall	LARCENY
OCC:1231	04-09-11	Dell Basketball Court	ASSIST CITIZEN
OCC:1830	04-09-11	136 Hospital Drive	FOUND PROPERTY
OCC:2330	04-09-11	Newcomb Road	ASSAULT
04-10-11	0236	Steam Tunnels	TRESPASS
04-10-11	0520	127 University Avenue	VANDALISM
04-10-11	1146	Gilmer Hall	VANDALISM
04-10-11	2218	Jordan Hall	VANDALISM
04-11-11	0140	Tuttle House	VANDALISM
04-11-11	0940	1240 Lee St.	SUSPICIOUS CIRCUMSTANCES
04-11-2011	0943	East Parking Garage NO PI	HIT AND RUN
04-11-11	1235	Alderman Library	FOUND PROPERTY
04-11-11	1625	163 Rugby Road	LARCENY
OCC:1000	04-12-11	West Lawn	FOUND PROPERTY
OCC:0925	04-12-11	300 Massie Road NO PI	TRAFFIC ACCIDENT
