Date	Time	Location	Description
02-07-16	0420	579 McCormick Rd	ASSIST CITIZEN
02-07-16	0415	400 Blk S. Emmet Street	DUI
02-07-16	0445	382 Gooch Rm	ASSIST CITIZEN
02-07-16	2350	433 Seymour Road	FIRE
02-08-16	1100	21 University Circle	BREAKING/ENTERING
02-08-16	1149	84 University Gardens	VANDALISM
02-08-16	1123	1215 Lee Street	ASSIST AGENCY
02-08-16	2153	1210 Lee Street	ASSIST CITIZEN
02-09-16	0205	252 McCormick Road	ASSIST CITIZEN
02-09-16	1202	468 Lambeth Commons	ASSAULT
02-09-16	1215	363 Bonnycastle Drive	LOST PROPERTY
02-09-16	1320	215 McCormick Road	VANDALISM
02-09-16	1550	Whitehead Road & Stadium Road NO PI	ACCIDENT
02-09-16	1930	450 Whitehead Road	ASSAULT
02-10-16	0425	400 S. Emmet Street	DUI
02-10-16	1800	1215 Lee Street	FOUND PROPERTY
02-10-16	2015	1215 Lee Street	LARCENY
02-10-16	1832	1335 Lee Street	FOUND PROPERTY
02-10-16	2324	450 Whitehead Road	ASSIST CITIZEN
02-11-16	0228	565 McCormick	FIRE
02-11-16	0945	x	x
02-11-16	1333	472 Faulkner Way	ACCIDENT
02-11-16	1718	472 Faulkner Way	VANDALISM
02-12-16	0207	252 McCormick Road	ASSIST CITIZEN/UNDERAGE POSSESSION OF ALCOHOL
02-12-16	0300	565 McCormick Road	ASSIST CITIZEN/UNDERAGE POSSESSION OF ALCOHOL
02-12-16	0400	435 Treehouse Drive	ASSIST CITIZEN
02-12-16	0256	10 Bonnycastle Drive	ASSIST CITIZEN/UNDERAGE POSSESSION OF ALCOHOL
02-12-16	0424	1215 Lee Street	THREATENING PHONE CALLS
02-12-16	1045	580 Massie Road	LARCENY
02-12-16	1019	1321 Lee Street	PROPERTY DAMAGE
02-12-16	1215	1215 Lee Street	FOUND PROPERTY
02-12-16	1239	450 Whitehead Road	SUSPICIOUS CIRCUMSTANCES
02-13-16	0455	571 McCormick Road	ASSIST CITIZEN/UNDERAGE POSSESSION OF ALCOHOL
02-13-16	0454	466 Lambeth Field	ASSIST CITIZEN/UNDERAGE POSSESSION OF ALCOHOL
02-13-16	0535	201 Cabell Drive	PROPERTY DAMAGE
02-14-16	0136	Massey Road and Arlington Bvld	TRAFFIC
02-14-16	0455	1709 University Avenue	D.I.P /  B & E
02-14-16	0455	520 Floyd Drive	BREAKING & ENTERING
02-14-16	0809	1215 Lee Street	FOUND PROPERTY
02-15-16	0730	1215 Lee Street	ASSIST AGENCY
02-15-16	1200	1215 Lee Street	LOST PROPERTY
02-16-16	1443	265 Hereford Drive	TRAFFIC ACCIDENT
02-17-16	0030	100 Block of Vaughn Drive	TRAFFIC ACCIDENT
02-17-16	0825	478 Floyd Drive	TRAFFIC ACCIDENT
02-17-16	1947	2304 Ivy Road	FOUND PROPERTY
02-18-16	1830	382 McCormick Road PI	TRAFFIC ACCIDENT
02-18-16	1601	457 Lambeth Field	MISPLACED MAIL
02-18-16	1914	117 11th Street SW	PROPERTY DAMAGE
02-19-16	0320	430 Treehouse Dr	ASSIST CITIZEN
02-19-16	0856	1826 University Ave	PROPERTY FOUND
02-19-16	1300	445 Rugby Road	COMPUTER TRESPASS
02-19-16	1729	1415 University Park Avenue	COMPUTER TRESPASS
02-19-16	2100	1400 University Ave	DIP
02-19-16	2122	295 Massie Road	DIP
02-19-16	2253	200 15th St	ASSIST CITIZEN
02-19-16	2340	295 Massie Road	FOUND PROPERTY
02-19-16	2345	555 McCormick Road	VANDALISM
02-20-16	0300	1400 Block University Ave	DIP/UNDERAGE
02-20-16	0515	1300 Jefferson Park Ave	DIP
02-20-16	1800	400 15th St	DIP/UNDERAGE/FAKE ID
02-20-16	2230	579 McCormick Rd	ASSIST CITIZEN MEDICAL/UNDERAGE POSSESSION OF ALCOHOL
02-20-16	2015	1210 Lee St	SUSPICIOUS CIRCUMSTANCES
02-21-16	0420	72 Monroe Hill	MEDICAL ASSIST/UNDERAGE POSSESSION
02-21-16	0243	1400 Wertland Street	TRAFFIC STOP
02-21-16	2000	155 Rugby Road	VANDALISM
02-21-16	2345	x	x
02-22-16	0739	1920 Carr’s Hill Road	PROPERTY DAMAGE
02-22-16	1800	1321 Lee Street	VANDALISM
02-22-16	1705	1210 Lee Street NO PI	HIT AND RUN
02-22-16	2345	1215 Lee Street	DOMESTIC ASSAULT
02-24-16	0823	575 Alderman Road	LARCENY
02-24-16	1100	235 McCormick Road	ASSIST CITIZEN
02-24-16	1009	Old Ivy Road	ACCIDENT
02-25-16	0300	122 1th Street SW	NARCOTICS VIOLATION
02-25-16	1229	469 Lambeth Commons	STALKING
02-25-16	0931	450 Whitehead Road	SIMPLE ASSAULT
02-25-16	1515	485 McCormick Road	UNWANTED COMPUTER CONTACT
02-26-16	0336	1517 University Ave	DRUNK IN PUBLIC
02-26-16	1335	565 McCormick Rd	ASSIST CITIZEN
02-26-16	0835	209 McCormick Road	BURGLARY
02-26-16	0935	1215 Lee Street	ASSIST
02-26-16	1100	2304 Ivy Road	PROPERTY DAMAGE
02-26-16	1415	583 Brandon Ave	ASSIST CITIZEN
02-27-16	0455	169 Rugby Rd	ASSIST CITIZEN MEDICAL/UNDERAGE POSSESSION OF ALCOHOL
02-27-16	0122	1210 Lee Street	LARCENY FROM VEHICLE
02-27-16	0151	35 Hancock Drive	ASSIST CITIZEN MEDICAL/UNDERAGE POSSESSION OF ALCOHOL
02-27-16	0536	1427 University Avenue	DRUNK IN PUBLIC
02-27-16	0519	425 Treehouse Drive	NARCOTICS VIOLATION
02-27-16	0546	450 McCormick Road	VANDALISM
02-27-16	1400	1221 Lee Street	LOST PROPERTY
02-27-16	2049	Parking Lot Woody House	FOUND PROPERTY
02-28-16	0750	400 Emmet Street	FOUND PROPERTY
02-29-16	0105	100 11th Street	DRUNK IN PUBLIC
02-29-16	0729	417 S. Emmet Street	VANDALISM
02-29-16	1400	Gwathmy House	WELFARE CHECK
02-29-16	1310	1215 Lee Street	LARCENY
02-29-16	1415	1210 Lee Street	HIT AND RUN
02-29-16	1726	195 Newcomb Road	TRAFFIC ACCIDENT
03-01-16	1144	498 Pratt Drive NO PI	TRAFFIC ACCIDENT
03-01-16	1410	1215 Lee Street	ASSIST AGENCY
03-01-16	1319	1415 Jefferson Park Ave	FRAUD
03-02-16	0048	1215 Lee Street	ASSAULT
03-02-16	1404	160 McCormick Road	LARCENY
03-02-16	2319	295 Massie Road	D.I.P
03-03-16	0615	245 Hereford Drive	BURGLARY
03-03-16	0800	141 Cabell Drive NO PI	ACCIDENT
03-03-16	1145	1215 Lee Street	MEDICAL ASSIST
03-03-16	1020	1215 Lee Street	ASSIST CITIZEN
03-03-16	1155	48 Rotunda Drive	LOST PROPERTY
03-03-16	1300	1215 Lee Street	LARCENY
03-03-16	0200	1215 Lee Street NO PI	TRAFFIC ACCIDENT
03-04-16	0031	245 Hereford Drive	LOST PROPERTY
03-04-16	0911	1815 Stadium Road	HIT & RUN
03-04-16	1216	2304 Ivy Road	LOST PROPERTY
03-04-16	1257	1404 Jefferson Park Avenue	ANNOYING TEXT MESSAGES
03-05-16	0305	1500 University Avenue	DRUNK IN PUBLIC
03-05-16	1145	1335 Lee Street	FIRE ALARM/PROPERTY DAMAGE
03-05-16	2056	305 Massie Road	FOUND PROPERTY
03-05-16	2300	420 McCormick Road	ASSIST CITIZEN
03-06-16	0420	Grady and Rugby	DUI
03-07-16	0149	430 Tree House Drive	ASSIST CITIZEN
03-07-16	1120	2504 Stadium Road	LOST PROPERTY
03-07-16	1133	1215 Lee Street	DISORDERLY CONDUCT
03-07-16	1329	700 Block Alderman Road	PROPERTY DAMAGE
03-07-16	1616	122 Engineers Way	LOST PROPERTY
03-07-16	1800	1335 Lee Street	LARCENY
03-08-16	1556	380 Crispell Drive	VANDALISM
03-08-16	1715	JPA & Lee Street NO PI	HIT AND RUN
03-08-16	1945	485 McCormick Road	TRESPASSING
03-10-16	0945	380 Crispell Drive	PROPERTY DAMAGE
03-11-16	1711	1215 Lee Street	LARCENY
03-13-16	2240	1989 University Avenue	FOUND PROPERTY
03-14-16	0045	1700 Stadium Road	BURGLARY
03-15-16	1108	Bonnycastle Drive NO PI	ACCIDENT
03-15-16	1400	1215 Lee Street	ASSIST AGENCY
03-15-16	1855	1204 West Main Street	ASSIST AGENCY
03-15-16	2242	1215 Lee Street	ANNOYING PHONE CALLS
03-16-16	0256	Bonnycastle Drive NO PI	TRAFFIC ACCIDENT
03-16-16	1440	300 Massie Road	LARCENY
03-16-16	1500	300 Massie Road	LARCENY
03-16-16	1510	300 Massie Road	LARCENY
03-16-16	1520	300 Massie Road	LARCENY
03-16-16	1720	451 Lambeth	LARCENY
03-16-16	1610	575 Alderman Road	THREAT
03-17-16	0210	1215 Lee Street	FOUND PROPERTY
03-17-16	0553	100 Darden Blvd	DRUNK IN PUBLIC
03-17-16	0810	1215 Lee Street	DISORDERLY/DIP
03-17-16	1244	300 Massie Road	BREAKING & ENTERING
03-18-16	0130	110 Bailey Road	ASSIST CITIZEN/UNDERAGE POSSESSION OF ALCOHOL
03-18-16	0130	774 Alderman Road	ASSIST CITIZEN/UNDERAGE POSSESSION OF ALCOHOL
03-18-16	0204	145 McCormick Road	ASSIST CITIZEN/UNDERAGE POSSESSION OF ALCOHOL
03-18-16	0457	795 Alderman Road	ASSIST CITIZEN
03-18-16	0321	50 E. Range	DRUNK IN PUBLIC
03-18-16	1100	100 Block Crispell Drive	PROPERTY DAMAGE
03-18-16	0906	295 Massie Road	BREAKING & ENTERING
03-18-16	1210	252 McCormick Road	BREAKING & ENTERING
03-18-16	1458	222 Gildersleeve 72 Monroe Hill Road	INDECENT EXPOSURE
03-18-16	1600	415 Fontaine Avenue	WARRANT SERVICE
03-18-16	1547	1215 Lee Street	DRUNK IN PUBLIC
03-19-16	0238	West Main & 14th Street	ASSIST CITIZEN
03-19-16	0430	201 Sprigg Lane	ASSIST CITIZEN/UNDERAGE POSSESSION OF ALCOHOL
03-19-16	0332	50 Lambeth Commons	ASSIST CITIZEN/UNDERAGE POSSESSION OF ALCOHOL
03-19-16	0450	508 Floyd Drive	DISORDER
03-19-16	1830	295 Massie Drive	MISSING ADULT
03-19-16	2345	1210 Lee Street	LARCENY
03-20-16	0349	48 Rotunda Drive	ASSIST CITIZEN/UNDERAGE POSSESSION OF ALCOHOL
03-20-16	1122	450 McCormick Road	VANDALISM
03-20-16	1345	52 East Lawn	LARCENY
03-20-16	2100	190 Rugby Road	FOUND PROPERTY
03-20-16	2257	1215 Lee Street	D.I.P
03-21-16	0321	1018 West Main Street	DIP
03-21-16	1110	251 Mary Munford	LARCENY
03-21-16	1558	109 Culbreth Road	ASSIST CITIZEN MEDICAL
03-22-16	0050	1215 Lee Street	ASSIST CITIZEN
03-22-16	0139	1215 Lee Street	ANNOYING PHONE CALLS
03-22-16	0242	250 Hereford Drive	ASSIST CITIZEN/UNDERAGE POSSESSION
03-22-16	1032	1215 Lee Street	THREATENING PHONE CALL
03-22-16	1750	300 Massie Road	LARCENY
03-23-16	0405	100 Block Madison Lane	DUI
03-23-16	1030	357 McCormick Road	VANDALISM
03-23-16	1517	1215 Lee Street	TRESPASS
03-23-16	0946	100 Darden Boulevard	SEXUAL BATTERY
03-23-16	1215	450 Whitehead Road	MEDICAL ASSIST
03-23-16	1420	1222 Jefferson Park Ave	UNAUTHORIZED USE
03-23-16	1217	1215 Lee Street	DISORDERLY
03-23-16	1730	499 Copeley Road	PROPERTY DAMAGE
03-23-16	1840	2504 Stadium Road	THREATENING PHONE CALLS
03-24-16	0643	300 Massie Road	ASSIST CITIZEN
03-24-16	1700	1415 Jefferson Park Avenue	SUSPICIOUS PERSON
03-25-16	0300	300 block McCormick Road	DRUNK IN PUBLIC
03-25-16	0111	900 W. Main Street	DRUNK IN PUBLLIC
03-25-16	0418	185 Vaughan Drive	ASSIST CITIZEN
03-25-16	0315	1505 University Avenue	DISORDERLY CONDUCT
03-25-16	0345	1222 Jefferson Park Avenue	DRUNK IN PUBLIC
03-25-16	0659	300 Massie Road	TRESPASS
03-25-16	0804	64 Lambeth Commons	FOUND PROPERTY
03-25-16	1201	1215 Lee Street	FAMILY OFFENSE
03-25-16	1205	1605 Jefferson Park Avenue	FOUND PROPERTY
03-25-16	1530	579 McCormick Road	MOTOR VEHICLE THEFT
03-26-16	0225	1400 Block University Ave	FOUND PROPERTY
03-26-16	0218	Carr’s Hill/McCormick Road	D.I.P.
03-26-16	0400	10 Bonnycastle Drive	ASSIST CITIZEN/UNDERAGE POSSESSION
03-26-16	0415	10 Bonnycastle Drive	ASSIST CITIZEN/UNDERAGE POSSESSION
03-26-16	0412	Seymour Road and Copeley Road NO PI	HIT AND RUN
03-26-16	0501	380 Crispell Drive	D.I.P.
03-26-16	2030	580 Massie Road	D.I.P.
03-27-16	0415	485 McCormick Road	D.I.P.
03-27-16	0430	1133 N. Emmet Street	POSSESSION OF MARIJUANA
03-27-16	1225	434 Lannigan Lane	PROPERTY DAMAGE
03-28-16	0009	201 Cabell Drive	FOUND PROPERTY
03-28-16	0323	208 Metcalf Drive	WELFARE CHECK
03-28-16	0630	1215 Lee Street	FOUND PROPERTY
03-28-16	0829	580 Massie Road	LARCENY
03-28-16	0900	58 Massie Road	LARCENY
03-28-16	1400	180 McCormick Road	LOST PROPERTY
03-29-16	1515	1215 Lee Street	ASSIST AGENCY
03-29-16	1730	1215 Lee Street	ASSAULT
03-29-16	1730	291 McCormick Road	LOST PROPERTY
03-29-16	2200	100 Chemistry Drive NO PI	HIT AND RUN
03-29-16	2153	400 S. Emmett Street	FOUND PROPERTY
03-30-16	1315	580 Massie Road	ASSIST CITIZEN
03-30-16	1438	1210 Lee Street	PROPERTY DAMAGE
03-30-16	1540	528 Floyd Drive	LARCENY
03-30-16	1600	1210 Lee Street	ASSAULT SIMPLE
03-31-16	0227	1215 Lee Street	ASSIST CITIZEN
03-31-16	1010	10 Bonnycastle Drive	VANDALISM
03-31-16	2119	1215 Lee Street	FAMILY OFFENSES
03-31-16	2000	450 Whitehead Road	FOUND PROPERTY
03-31-16	2206	Hospital Drive	FOUND PROPERTY
04-01-16	0333	1826 University Ave	TRESPASS
04-01-16	0324	583 Brandon Ave., Room 304	ASSIST CITIZEN
04-01-16	1342	Alderman Rd & McCormick Rd NO PI	VEHICLE CRASH
04-01-16	1530	1215 Lee Street	ASSIST AGENCY
04-01-16	1736	McCormick Rd NO PI	VEHICLE CRASH
04-01-16	1920	100 Newcomb Road North NO PI	VEHICLE CRASH
04-01-16	2240	1400 University Ave	TRESPASS
04-02-16	0424	1210 Lee Street	TRESPASS
04-02-16	0153	1511 University	DIP
04-02-16	0416	West Main St & 11th Street	ASSIST CITIZEN
04-02-16	1130	1215 Lee Street	LARCENY
04-02-16	1730	300 Massie Road	HIT & RUN
04-03-16	1608	203 Sprigg Lane	MEDICAL ASSIST
04-03-16	1720	561 McCormick Road	LARCENY
04-03-16	2118	1000 Block Emmet Street	NARCOTICS VIOLATION
04-04-16	0339	Alderman Road & Pratt Drive	DUI
04-04-16	0542	1215 Lee Street	ASSIST AGENCY
04-04-16	1133	110 Darden Blvd	BREAKING & ENTERING
04-04-16	1232	571 McCormick Road	SEX OFFENSE
04-04-16	1458	200 McCormick Road NO PI	TRAFFIC ACCIDENT
04-05-16	1230	2304 Ivy Road	LOST PROPERTY
04-06-16	1135	1215 Lee Street	SIMPLE ASSAULT
04-07-16	1520	1215 Lee Street	LARCENY
04-07-16	2055	210 Emmet Street	LARCENY
04-07-16	2213	39 West Range	MEDICAL ASSIST
04-08-16	0900	520 Floyd Drive	SIMPLE ASSAULT
04-08-16	1244	1300 Jefferson Park Ave	INAPPROPRIATE COMMENTS
04-08-16	1830	415 Lane Road	ASSIST AGENCY
04-08-16	1900	400 Emmet Street	VANDALISM
04-09-16	0354	100 Minor Ct	ASSIST CITIZEN/UNDERAGE POSSESSION
04-09-16	0245	1215 Lee Street	DRUNK IN PUBLIC
04-09-16	1103	100 Darden Blvd	ASSIST CITIZEN
04-09-16	2045	450 Whitehead Road	PROPERTY LOST
04-09-16	2058	300 Massie Road	PROPERTY LOST
04-10-16	0057	93 Amphitheater Way	LOST PROPERTY
04-10-16	0035	93 Amphitheater Way	FOUND PROPERTY
04-10-16	0655	1215 Lee Street	BLIND PERK KIT
04-11-16	0055	1101 Milmont Street NO PI	TRAFFIC ACCIDENT
04-11-16	1314	400 Emmet Street South NO PI	TRAFFIC ACCIDENT
04-11-16	1815	1826 University Avenue	LARCENY
04-11-16	2330	30 South Lawn	LARCENY
04-12-16	1030	1215 Lee Street	BREAKING & ENTERING
04-12-16	1055	1300 JPA/Hospital West	ASSAULT
04-12-16	1115	1215 Lee Street	BREAKING & ENTERING
04-12-16	1815	117 11th Street SW	PROPERTY DAMAGE
04-12-16	2000	400 McCormick Road	NARCOTIC VIOLATION
04-13-16	0157	560 Buckler Drive	WELFARE CHECK
04-13-16	0950	160 Wahoo Way	TRESPASSING
04-13-16	1049	400 Emmet Street	SHOPLIFTING
04-31-16	1859	248 McCormick Road NO PI	TRAFFIC ACCIDENT
04-13-16	1830	400 Brandon Ave	ECO
04-13-16	2128	Crispell Drive/Jeanette Lancaster Way NO PI	TRAFFIC ACCIDENT
04-13-16	2155	450 McCormick Road	PROPERTY DAMAGE
04-14-16	1450	1215 Lee Street	BREAKING & ENTERING
04-14-16	1700	400 Copeley Road	ROAD RAGE
04-14-16	1830	1210 Lee Street	PROPERTY DAMAGE
04-14-16	2000	160 McCormick Road	ASSIST CITIZEN
04-14-16	2015	290 Massie Road	ASSIST CITIZEN
04-14-16	2319	Hospital Drive	DRUNK IN PUBLIC
04-15-16	0049	1413 Elliewood Avenue	DRUNK IN PUBLIC
04-15-16	0250	100 Elliewood Ave.	DRUNK IN PUBLIC
04-15-16	0459	1215 Lee Street	TRESPASS
04-15-16	1420	McCormick Road NO PI	TRAFFIC ACCIDENT
04-15-16	1627	Alderman Road NO PI	TRAFFIC ACCIDENT
04-15-16	1740	1215 Lee Street	SUSPICIOUS PERSON
04-15-16	1845	610 McCormick Road	TRESPASS
04-15-16	2203	295 John Paul Jones	HIT & RUN
04-16-16	0225	102 14th Street NW	LIQUOR LAW VIOLATION
04-16-16	0320	450 Treehouse Drive	ASSIST CITIZEN/UNDERAGE POSSESSION
04-16-16	0733	60 Lambeth Commons	FRAUD
04-16-16	2032	1210 Lee Street	PROPERTY DAMAGE
04-16-16	2326	1517 University Avenue	DIP
04-17-16	0015	295 Massie Road	DIP
04-17-16	0331	Lambeth Commons Building 458	ASSIST CITIZEN
04-17-16	0345	480 Floyd Drive	ASSIST CITIZEN/UNDERAGE POSSESSION
04-17-16	0223	295 Massie Road	MISSING PERSON ADULT
04-17-16	0359	John Paul Jones Arena	WELFARE CHECK
04-17-16	2226	Geldard Drive & Whitehead Road	HIT & RUN
04-17-16	2215	488 Farrish Circle	TRESPASS
04-18-16	0649	583 Brandon Avenue	ASSIST AGENCY
04-18-16	1450	160 McCormick Road	ASSIST AGENCY
04-18-16	1500	400 Brandon Avenue	VANDALISM
04-19-16	0858	2304 Ivy Road	FOUND PROPERTY
04-19-16	1329	160 McCormick Road	LARCENY
04-19-16	1800	1215 Lee Street	FOUND PROPERTY
04-19-16	1956	1215 Lee Street	LARCENY
04-20-16	0024	180 McCormick Road	MEDICAL ASSIST
04-20-16	0700	409 McCormick Road	FOUND PROPERTY
04-20-16	0910	265 Hereford Drive	PROPERTY DAMAGE
04-20-16	1400	64 Lambeth Commons	WELFARE CHECK
04-20-16	1830	351 McCormick Road	LARCENY
04-21-16	0306	1100 Block Gordon Ave	DIP
04-21-16	0915	125 Engineers Way	SIDEWALK CHALKING
04-21-16	0958	203 Sprigg Lane	PROPERTY DAMAGE
04-21-16	1200	125 Ruppel Drive	LARCENY
04-21-16	0921	385 Floyd Drive	ASSIST CITIZEN
04-21-16	1230	252 McCormick Rd	SIDEWALK CHALKING
04-21-16	1110	1215 Lee Street	THREATENING PHONE CALLS
04-21-16	1230	1210 Lee Street NO PI	TRAFFIC ACCIDENT
04-21-16	2145	400 Emmet Street NO PI	HIT AND RUN
04-22-16	0115	420 McCormick Road	MEDICAL ASSIST
04-22-16	0302	102 14th Street NW	D.I.P
04-22-16	1000	1540 Jefferson Park Avenue	FOUND PROPERTY
04-22-16	1045	1210 Lee Street NO PI	HIT AND RUN
04-22-16	1323	472 Faulkner Way	RAPE
