Date	Time	Location	Description
03-13-10	1242	300 Copley Road NO P.I.	VEHICLE ACCIDENT
03-13-10	1813	733 Seymour Road	LARCENY FROM VEHICLE
03-13-10	1900	Bayly Art Museum	WATER LEAK
03-13-10	2341	Copley Road	DUI
03-14-10	0147	301 15th Street NW	DRUNK IN PUBLIC
03-15-10	0550	UVA Hospital	ASSIST AGENCY
03-15-10	0800	11th Street SW P.I.	TRAFFIC ACCIDENT
03-15-10	1937	Gibson Hall	OBSCENE PHONE CALLS
03-15-10	1830	Cavalier Computers	LARCENY
03-15-10	2152	Dunnington Dorm	FICTITIOUS ID CARD
03-16-10	1353	UVA Hospital	ASSIST AGENCY
03-16-10	2140	John Paul Jones Arena	LIQUOR LAW VIOLATION
03-16-10	2244	1101 Milmont Street No P.I.	TRAFFIC ACCIDENT
03-16-10	2337	1215 Lee Street	PROPERTY FOUND
03-16-10	2358	John Paul Jones Area	TRESPASSING
03-17-10	1707	Newcomb Hall	LARCENY/FORGERY
03-17-10	1804	580 Massie Road	LARCENY
03-17-10	2002	165 Rugby Road	DRUNK IN PUBLIC
03-17-10	1850	Halsey Hall	VANDALISM
03-17-10	2205	Hereford Dorms	LOST PROPERTY
03-18-10	0455	1210 Lee Street	DIP
03-18-10	1119	Lee Street Garage	LARCENY
03-18-10	1816	McGuffey House	LARCENY
03-19-10	0100	Alderman Road	DUI
03-19-10	0200	310 Fitzhugh Dorm	ASSIST CITIZEN
03-19-10	0327	UVA Hospital ER	ASSIST CITIZEN
03-19-10	0530	Ruffner Hall	FOUND PROPERTY
03-19-10	1049	Memorial Gym Service Road	VANDALISM
03-19-10	1400	McKim Hall	SUSPICIOUS CIRCUMSTANCES
03-19-10	1935	1955 Ivy Road	LARCENY
03-19-10	2335	164 Rugby Road	DRUNK IN PUBLIC
03-20-10	0040	Hancock Dorm	ASSIST CITIZEN
03-20-10	0115	1233 University Baptist Church	PROPERTY DAMAGE
03-20-10	0135	Page Dorm	ASSIST CITIZEN
03-20-10	1318	UVA Hospital	ASSIST AGENCY
03-20-10	2230	John Paul Jones Arena	DRUNK IN PUBLIC
03-20-10	2100	John Paul Jones Arena	DRUNK IN PUBLIC
03-20-10	2127	John Paul Jones Arena	DRUNK IN PUBLIC
03-20-10	2155	John Paul Jones Arena	LIQUOR LAW VIOLATION
03-22-10	2350	John Paul Jones Arena	TRESPASSING
03-20-10	2155	John Paul Jones Arena	LIQUOR LAW VIOLATION
03-21-10	0340	Woody Dorm	ASSIST CITIZEN
03-22-10	1230	6	ASSIST AGENCY
03-22-10	1905	2304 Ivy Road	SUSPICIOUS CIRCUMSTANCES
03-22-10	2310	UVA Hospital	ASSIST CITIZEN ECO/TDO
03-23-10	0002	400 S Emmet Street	PROPERTY FOUND
03-23-10	1650	1210 Lee Street	PROPERTY DAMAGE
03-23-10	1745	Lambeth Field Parking Lot	LARCENY
03-24-10	1045	UVA Hospital	ASSIST AGENCY
03-24-10	1324	Rotunda	ASSIST CITIZEN
03-25-10	1434	UVA Hospital	LARCENY
03-26-10	0238	165 Rugby Road	DRUNK IN PUBLIC
03-26-10	0130	100 Block McCormick Road	DRUNK IN PUBLIC
03-26-10	0125	165 Rugby Road	DRUNK IN PUBLIC
03-26-10	1500	SafeRide Van	LOST PROPERTY
03-26-10	1515	UVA Multistory Building	LARCENY
03-26-10	1648	700 Alderman Road	PROPERTY DAMAGE
03-26-10	1930	Cabell Hall	SUSPICIOUS CIRCUMSTANCES
03-26-10	2330	248 McCormick Road	ASSIST CITIZEN
03-27-10	0435	Lyle Dorm	MEDICAL ASSIST
03-27-10	0655	Bonnycastle Dorm	MISC CRIMINAL
03-27-10	1755	1215 Lee Street	PROPERTY FOUND
03-28-10	0018	Johnson Dorm	MEDICAL ASSIST
03-27-10	2357	234 Maupin House	MEDICAL ASSIST
03-28-10	0245	Woody Dorm	DRUG VIOLATION
03-28-10	0326	Dillard Dorm	ASSIST CITIZEN
03-28-10	0330	Whyburn Dorm	ASSIST CITIZEN
03-28-10	0244	Echols Dorm	ASSIST CITIZEN
03-29-10	1600	UVA Hospital	ASSIST AGENCY
03-29-10	1137	1222 Jefferson Park Avenue	ASSIST AGENCY
03-29-10	1620	1222 Jefferson Park Avenue	ASSIST AGENCY
03-29-10	1830	Darden School	SUSPICIOUS CIRCUMSTANCES
03-30-10	0845	1215 Lee Street	SUSPICIOUS CIRCUMSTANCES
03-30-10	0930	Story Building	FOUND PROPERTY
03-30-10	1234	Whitehead Road	TRAFFIC ACCIDENT
03-30-10	2132	Aquatics and Fitness Center	LARCENY
03-31-10	0255	UVA Hospital	DRUG/NARCOTIC VIOLATION
03-31-10	0821	108 Kent Dorm	ASSIST CITIZEN
03-31-10	0821	UVA Hospital	SUSPICIOUS CIRCUMSTANCES
03-31-10	1232	HSC East Parking Garage	PROPERTY DAMAGE
03-31-10	1536	Fontana Foods	PROPERTY DAMAGE
03-31-10	1830	145 McCormick Road	DRUNK IN PUBLIC
03-31-10	1630	UVA Hospital	ASSAULT
03-31-10	2000	Old Medical School	LOST PROPERTY
03-31-10	2208	John Paul Jones Arena	LARCENY FROM BUILDING
03-31-10	2334	The Park	LARCENY FROM VEHICLE
04-01-10	0340	West Main Street	DUI
04-01-10	0905	Hancock Dorm	FOUND PROPERTY
04-01-10	1145	1900 Carr’s Hill Road	PROPERTY DAMAGE
04-01-10	1311	1222 Jefferson Park Avenue	TRAFFIC ACCIDENT
04-01-10	1545	KCRC	LARCENY
04-01-10	1456	Women’s Center	SEX OFFENSES
04-02-10	0200	1215 Lee Street	FOUND PROPERTY
04-02-10	0225	451 Lambeth Field	ALARM
04-02-10	1036	163 Rugby Road	ASSIST CITIZEN
04-02-10	1530	Thornton Hall	LARCENY
04-03-10	0235	1200 Lee Street	DRUNK IN PUBLIC
04-03-10	0240	1215 Lee Street	FOUND PROPERTY
04-03-10	0349	Brooks Hall	TRESPASSING
04-03-10	0530	IRC Traffic Circle	FIRE NOT ARSON
04-03-10	2130	John Paul Jones Arena	DIP
04-03-10	2115	John Paul Jones Arena	DIP
04-03-10	2345	John Paul Jones Arena	DIP
04-04-10	0110	Pavillion II	ASSIST CITIZEN
04-05-10	1000	UVA Hospital	FIRE ALARM/NO FIRE
04-05-10	1245	Campbell Hall	LARCENY
04-05-10	1426	Scott Stadium Parking Lot	PROPERTY DAMAGE
04-05-10	1646	405 Emmet Street	LARCENY
04-05-10	1533	UVA Hospital	SUSPICIOUS CIRCUMSTANCES
04-06-10	0320	University Avenue	LIQUOR LAW VIOLATIONS
04-06-10	1500	UVA Hospital	THEFT FROM BUILDING
04-06-10	1815	UVA Hospital	FOUND PROPERTY
04-07-10	0230	100 Rugby Road	DRUNK IN PUBLIC
04-07-10	0315	401 McCormick Road	DRUNK IN PUBLIC
04-07-10	1345	570 Edgemont Road	FIRE
04-07-10	1530	Pavilion I	PROPERTY DAMAGE
04-07-10	1517	Whitehead Road NO P.I.	TRAFFIC ACCIDENT
04-07-10	2355	Memorial Gym	LARCENY
04-08-10	0236	McCormick Road	DRUNK IN PUBLIC
04-08-10	0101	Gwathmey House	FRAUD
04-08-10	0410	Lambeth Colonnades	DRUG NORCOTIC VIOLATION
04-08-10	1015	McCormick Road	ASSIST CITZEN MEDICAL
04-08-10	1100	UVA Emergency Room	FRAUD
04-08-10	1630	East Garage No P.I.	TRAFFIC ACCIDENT
04-08-10	1714	Edgemont Street No P.I.	TRAFFIC ACCIDENT
04-08-10	2140	Lee Street	PROPERTY DAMAGE
04-09-10	0200	1540 Jefferson Park Avenue	DRUNK IN PUBLIC
04-09-10	0150	McCormick Road/Gilmer Hall	TRESPASS
04-09-10	0300	Aquatic Fitness Center	LARCENCY
04-09-10	0446	Bryan Hall	TRESPASS
04-09-10	0749	Facilities Management Recycling	LARCENY
04-09-10	1417	University Hall East Parking Lot	VANDALISM
04-09-10	2110	HSC East Parking Garage	PROPERTY DAMAGE
04-10-10	0125	109 Bonnycastle Dorm	ASSIST CITIZEN
04-10-10	0243	1215 Lee Street	ASSIST AGENCY
04-10-10	0440	839 Ribble House	ASSIST CITIZEN
04-10-10	2100	Campbell Hall	VANDALISM
04-11-10	1400	UVA Hospital	ASSAULT
04-11-10	2225	1215 Lee Street	ASSIST CITIZEN
04-12-10	0800	2304 Ivy Road	FOUND PROPERTY
04-12-10	1035	UVA Hospital	COUNTERFIETED MONEY
04-13-10	1220	Primary Care Center	BURGLARY/BREAKING AND ENTERING
04-13-10	1320	McCormick Road	BREAKING AND ENTERING
04-13-10	1447	UVA Chapel	LARCENY
04-13-10	1700	Lewis House	LOST PROPERTY
04-13-10	2322	Hancock Drive	PROPERTY DAMAGE
04-13-10	1830	Astronomy Building	LARCENY THEFT FROM BUILDING
04-13-10	1625	Hall Parking Lot	TRAFFIC ACCIDENT
04-13-10	2330	N. Grounds Rec. Parking Lot	LARCENY THEFT MOTOR VEHICLE
04-14-10	0138	A6 Parking Lot	DRUNK IN PUBLIC
04-14-10	0328	400 McCormick Road	SUSPICIOUS CIRCUMSTANCES
04-15-10	0205	Dillard Lounge	LARCENY
04-15-10	0120	409 McCormick Road	SUSPICIOUS PERSON
04-15-10	0336	515 Edgemont Road	TRESPASS
04-15-10	0917	Alderman Library	LARCENY
04-15-10	1202	R2 Parking Lot NO P.I.	HIT & RUN
04-15-10	1740	Darden School	LOST PROPERTY
04-15-10	2136	Hospital East Garage	PROPERTY DAMAGE
04-15-10	2041	Alderman Road P.I.	TRAFFIC ACCIDENT
04-16-10	0130	14th Street	ASSIST AGENCY
04-16-10	0400	Dell Parking Lot	FOUND PROPERTY
04-16-10	1122	Robertson Hall	LARCENY
04-16-10	1340	UVA Outpatient Surgery Center	ASSIST AGENCY
04-16-10	2001	Klockner Stadium	ASSIST CITIZEN
04-17-10	0400	Page House	ASSIST CITIZEN
04-17-10	2000	UVA ER	SUSPICIOUS CIRCUMSTANCE
04-17-10	2300	295 Massie Rd	TRAFFIC ACCIDENT
04-18-10	0140	Culbreth Road Garage	THEFT OF MOTOR VEHICLE PARTS
04-18-10	0115	1826 University Avenue	TRESPASS
04-18-10	0340	1400 University Avenue	DUI
04-18-10	0240	Dunglison Dorm	ASSIST CITIZEN
04-18-10	0700	580 Massie Road	PROPERTY FOUND/RECOVERED
04-19-10	0400	251 Weedon Dorm	MEDICAL ASSIST
04-19-10	1220	Lambeth Commons	TRESPASS
04-19-10	1840	530 McCormick Road	BREAKING & ENTERING
04-19-10	2034	530 McCormick Road	BREAKING & ENTERING
04-19-10	2130	Aquatics & Fitness Center	LARCENY/THEFT FROM BUILDING
04-20-10	0020	1215 Lee Street	ASSIST AGENCY
04-20-10	0900	Monroe Hall	LACENY
04-20-10	1048	Garrett Alley	VANDALISM
04-20-10	1319	UVA Hospital	ASSIST AGENCY
04-20-10	1400	UVA Police Department	WARRANT SERVICE
04-20-10	1730	University Ave	SUSPICIOUS CIRCUMSTANCES
04-21-10	0213	Lambeth Field	ASSIST CITIZEN
04-21-10	0221	Lefevre House	ASSIST CITIZEN
04-21-10	1956	Lambeth Field	LOST PROPERTY
04-21-10	1621	Olsson Hall	DISORDERLY CONDUCT
04-21-10	1700	Materials Science Building	LARCENY FROM BUILDING
04-21-10	1830	Aquatics & Fitness Center	LARCENY FROM BUILDING
04-21-10	2335	Clemons Library	LARCENY FROM BUILDING
04-22-10	1145	Peabody Hall	SUSPICIOUS CIRCUMSTANCES
04-22-10	1241	Fayerweather Hall	ASSIST CITIZEN
04-23-10	0140	2100 Ivy Road	DRIVING SUSPENDED
04-23-10	0220	UVA Hospital ER	DIP
04-23-10	0340	138 Chancellor Street	DUI
04-23-10	1020	UVA Hospital ER	ASSIST AGENCY
04-23-10	1400	O Hill Dining	ASSIST CITIZEN
04-23-10	1347	1400 University Avenue	TRESPASSING
04-23-10	1510	Thornton Hall	LOST PROPERTY
04-24-10	0230	Bonnycastle Drive	ASSIST CITIZEN
04-24-10	0445	8345 Copley	ASSIST CITIZEN
04-24-10	1055	309 Maupin	ASSIST CITIZEN
04-24-10	1217	Darden Boulevard	SUSPICIOUS SITUATION
04-24-10	1500	2215 Foxfield Track	DRUNK IN PUBLIC
