Date	Time	Location	Description
03-03-17	0051	2471 Lambeth Commons	WELFARE CHECK
03-03-17	0015	463 Lambeth Commons	ASSIST CITIZEN
03-03-17	0225	Lee Street/ JPA Intersection	ASSIST CITIZEN/ UNDERAGE POSSESSION
03-03-17	0042	295 Massie Road	LARCENY
03-03-17	0440	30 Bonny Castle	UNDERAGE POSSESSION/ASSIST MEDICAL
03-03-17	0500	405 Emmet Street South	DIP/UNDERAGE POSSESSION
03-03-17	0633	Cocke Hall 20 South Lawn	PROPERTY DAMAGE
03-03-17	1330	1204 West Main Street	FAMILYOFFENSE/NON
03-03-17	1517	164 Rugby Road	SUSPICIOUS EMAILS
03-03-17	1552	4725 Faulkner Way	PROPERTY DAMAGE
03-03-17	1608	383 Crispbell Drive NO PI	HIT AND RUN
03-03-17	1915	Lambeth Commons	VANDALISM
03-03-17	1845	1215 Lee Street	SAFE KEEPING
03-03-17	2136	602 McCormick Road	VANDALISM
03-04-17	0719	1215 Lee Street	SIMPLE ASSAULT
03-04-17	1705	1215 Lee Street	ASSIST AGENCY
03-04-17	2245	1215 Lee Street	NARCOTICS VIOLATION
03-05-17	0449	Patterson Alley	LARCENY
03-05-17	0508	300 Massie Road	ASSIST AGENCY
03-05-17	2200	1215 Lee Street	SIMPLE ASSAULT
03-06-17	1200	Alderman/McCormick Road	GAS LEAK
03-06-17	2132	160 McCormick Road	LARCENY
03-07-17	0641	1215 Lee Street	FOUND PROPERTY
03-07-17	1045	1340 Jefferson Park Avenue	LOST PROPERTY
03-07-17	1600	1215 Lee Street	ASSIST AGENCY
03-07-17	1830	1215 Lee Street	THREATENING MESSAGES
03-08-17	0600	1101 Millmont Street	FOUND PROPERTY
03-08-17	1630	1204 West Main Street	ASSAULT
03-08-17	2200	1215 Lee Street	ASSIST AGENCY
03-09-17	0115	1215 Lee Street	ASSIST CITIZEN
03-09-17	0632	1215 Lee Street	DIP
03-09-17	1217	164 McCormick Road	ASSIST CITIZEN
03-09-17	2140	1215 Lee Street	DIP
03-10-17	0350	1215 Lee Street	ASSIST AGENCY
03-10-17	1122	135 Hospital Drive	FOUND PROPERTY
03-11-17	0704	1215 Lee Street	SIMPLE ASSAULT
03-11-17	1243	1015 Massie Road	FIRE
03-12-17	0914	164 Rugby Road	TRESPASS
03-13-17	0359	Emmet at Sprigg Lane	FALSE ID
03-13-17	1030	NewComb/McCormick Road NO PI	STATE VEHICLE CRASH
03-13-17	1418	Copeley Road NO PI	STATE VEHICLE CRASH
03-13-17	1930	1100 Page Street	ASSIST AGENCY
03-13-17	1630	Lee Street NO PI	STATE VEHICLE CRASH
03-14-17	0930	1335 Lee Street	Motor Vehicle Theft
03-14-17	1300	485 McCormick Road	ASSIST CITIZEN
03-14-17	1425	300 Massie Road	LOST PROPERTY
03-15-17	0357	565 McCormick Road	PROPERTY DAMAGE
03-15-17	0335	1215 Lee Street	TRESPASS
03-15-17	1137	1210 Lee Street NO PI	TRAFFIC ACCIDENT
03-15-17	1805	1335 Lee Street	LOST PROPERTY
03-15-17	1800	1215 Lee Street	ASSIST AGENCY
03-16-17	0900	112 11th Street SW	PROPERTY DAMAGE
03-16-17	1750	1215 Lee Street	ASSIST AGENCY
03-16-17	1746	106 Goodman Street	TRESPASS
03-16-17	2320	115 Ruppel Drive	NOISE COMPLAINT
03-17-17	1140	415 Lane Road	PROPERTY DAMAGE
03-17-17	0408	1215 Lee Street	ASSIST AGENCY
03-17-17	0653	454 Lambeth Commons	ASSIST CITIZEN
03-17-17	0432	50 Hospital Drive	WELFARE CHECK
03-17-17	0438	64 Lambeth Commons	MEDICAL ASSIST
03-17-17	1120	1210 Lee Street NO PI	HIT AND RUN
03-17-17	1249	1215 Lee Street	SAFE KEEPING
03-17-17	1504	202 Jeanette Lancaster Way	LARCENY
03-18-17	0220	1700 University Avenue	DRUNK IN PUBLIC
03-18-17	0503	478 Floyd Drive	POSSESSION OF MARIJUANNA
03-18-17	0903	1215 Lee Street	ASSAULT
03-18-17	1437	UNDERAGE POSSESSION 1826 University Avenue	MEDICAL ASSIST
03-18-17	1800	1215 Lee Street	ASSAULT
03-19-17	0332	1515 University Ave	DRUNK IN PUBLIC
03-19-17	0516	1827 University Ave	DRUNK IN PUBLIC
03-19-17	0245	1407 University Avenue	DRUNK IN PUBLIC
03-19-17	0455	W.Main St / JPA	DRUNK IN PUBLIC
03-19-17	0513	13th Street NW/ West Main	ASSIST CITIZEN
03-19-17	0800	525 McCormick Road	LARCENY
03-19-17	2320	852 W. Main Street	DWI/ NARCOTICS VIOLATION
03-20-17	0827	85 Engineers Way	LARCENY
03-20-17	0125	1222 Jefferson Park Avenue	SLANDERING
03-20-17	1441	565 McCormick Road	LARCENY
03-20-17	1714	450 Whitehead Road NO PI	TRAFFIC HIT & RUN
03-20-17	1845	290 Massie Road	PROPERTY DAMAGE
03-20-17	1955	155 Rugby Road NO PI	HIT & RUN
03-19-17	2320	1000 W. Main Street	NARCOTICS VIOLATION
03-20-17	0827	1215 Lee Street	ASSAULT
03-21-17	0938	1215 Lee Street	LARCENY
03-21-17	1122	1215 Lee Street	ASSIST AGENCY
03-21-17	1148	1210 Lee Street NO PI	HIT & RUN
03-21-17	2012	420 McCormick Road	BURGLARY
03-22-17	0338	1101 Millmont Street NO PI	TRAFFIC ACCIDENT
03-22-17	2030	525 McCormick Road	FOUND PROPERTY
03-22-17	2158	123 Emmet Street	ASSIST AGENCY
03-23-17	0848	1215 Lee Street	ASSIST CITIZEN
03-23-17	1250	498 Pratt Drive	PROPERTY DAMAGE
03-23-17	2133	180 McCormick Road	LARCENY/FORGERY
03-23-17	2042	201 Sprigg Lane	STALKING
03-24-17	0405	McCormick Rd/Alderman Rd	RECKLESS DRIVING/DRUG VIOLATION
03-24-17	0459	203 Sprigg Lane	UNDERAGE POSSESSION/MEDICAL ASSIST
03-24-17	1520	1415 Jefferson Park Avenue	SIMPLE ASSAULT
03-24-17	2100	1215 Lee Street	D.I.P
03-24-17	2037	1215 Lee Street	LARCENY
03-24-17	2320	151 Rugby Road	POSSESS FAKE ID
03-25-17	0400	295 Massie Road	TRESPASS
03-25-17	0235	25 Hancock Drive	UNDERAGE POSSESSION/MEDICAL ASSIST
03-25-17	0339	555 McCormick Road	UNDERAGE POSSESSION/MEDICAL ASSIST
03-25-17	1100	1221 Lee Street	PROPERTY DAMAGE
03-25-17	1234	472 Lambeth Field	ANIMAL BITE
03-25-17	1855	295 Massie Road	FOUND PROPERTY
03-25-17	2010	1215 Lee Street	FOUND PROPERTY
03-25-17	2200	1215 Lee Street	COUNTERFEIT MONEY
03-26-17	0100	1505 University Avenue	DIP
03-26-17	0305	409 Lane Road	DIP, UNDERAGE POSSESSION, FALSE ID
03-26-17	0500	9 Elliewood Ave	DIP, UNDERAGE POSSESSION, SAFEKEEPING
03-26-17	0720	5 Elliewood Avenue	DIP, UNDERAGE POSSESSION
03-26-17	0906	136 Madison Lane	UNDERAGE POSSESSION, MEDICAL ASSIST
03-26-17	0555	136 Madison Lane	DIP, UNDERAGE POSSESSION, FALSE ID
03-26-17	0543	1826 University Avenue	DIP,UNDERAGE POSSESSION, FALSE ID
OCC:	104503-26-17	2021 Ivy Road	ASSIST AGENCY
03-26-17	1200	300 Massie Road	FOUND PROPERTY
03-26-17	1340	1215 Lee Street	ASSIST AGENCY
03-26-17	1510	510 Seymour Road	LARCENY
03-27-17	0245	1619 University Avenue	DIP
03-27-17	1111	160 McCormick Road	LOST PROPERTY
03-27-17	1849	64 Monroe Hill	LARCENY
03-28-17	0335	1215 Lee Street	TRESPASSING
03-28-17	1000	405 Emmet Street	SUSPICIOUS PHONE CALLS
03-28-17	1459	1215 Lee Street	ASSIST AGENCY
03-28-17	1328	210 Emmet Street	ASSIST CITIZEN
03-29-17	0255	600 McCormick Road	POSSESSION MARIJUANA
03-29-17	0522	203 Sprigg Lane	MEDICAL ASSIST
03-29-17	2231	382 McCormick Road	DIP
03-30-17	2330	505 Edgemont Road	LARCENY
03-30-17	0002	735 Alderman Road	POSSESSION MARIJUANA
03-30-17	0144	295 Massie Road	D.I.P
03-30-17	0425	1100 West Main Street	D.I.P
03-30-17	0431	155 Rugby Road	DUI
03-30-17	1530	1215 Lee Street	MISSING MEDICAL PATCH
03-30-17	1652	160 McCormick Road	FRATERNITY PRANK
03-30-17	1630	1221 Lee Street	ABUSIVE LANGUAGE
03-30-17	1516	1215 Lee Street	LOST PROPERTY
03-30-17	1300	1215 Lee Street	SIMPLE ASSAULT
03-30-17	1830	445 Rugby Road	ASSIST CITIZEN/EPO SERVICE
03-30-17	2011	1215 Lee Street	ASSIST AGENCY
03-30-17	1938	201 Cabell Drive	VANDALISM
03-30-17	2358	110 Bayly Drive	ASIST AGENCY
03-30-17	2220	100 Darden Boulevard	LARCENY
03-31-17	0410	93 Amphitheater Way	POSSESSION MARIJUAN / FAKE ID
03-31-17	1326	50 Lambeth Commons	ASSAULT AND BATTERY/ABDUCTION
OCC:	03-31-17	202 Jeanette Lancaster Way	TRAFFIC ACCIDENT
03-31-17	1955	1404 JPA, French House	FIRE
03-31-17	1830	1215 Lee Street	STALKING
03-31-17	2023	1215 Lee Street	SAFE KEEPING
03-31-17	2302	1215 Lee Street	LARCENY
OCC:	04-01-17	Newcomb Road at University Avenue	D.I.P
04-01-17	1848	461 Lambeth Commons	LOST PROPERTY
04-02-17	0547	115 Madison Lane	UNDERAGE POSSESSION
04-02-17	0457	115 Madison Lane	LARCENY, UNDERAGE POSSESSION, DIP
04-02-17	0518	425 Tree House Drive	WELFARE CHECK
04-02-17	0312	56 Lambeth Commons	UNDERAGE POSSESSION/MEDICAL ASSIST
04-02-17	0319	57 Lambeth Commons	UNDERAGE POSSESSION/MEDICAL ASSIST
04-02-17	1250	430 Tree House Drive	ASSIST CITIZEN
04-03-17	1546	2304 Ivy Road NO PI	TRAFFIC ACCIDENT
04-03-17	2045	123 Emmet Street	VANDALISM
04-04-17	0635	1827 University Avenue	TRESPASS
04-04-17	0646	1827 University Avenue	ASSIST AGENY
04-04-17	1115	1210 Lee Street	SUSPICIOUS PERSON
04-05-17	0600	1015 Massie Road	MEDICAL ASSIST
04-05-17	0350	100 Block 15th Street NW	DIP, UNDERAGE POSSESSION, FALSE ID
04-05-17	0515	445 Rugby Road	FALSE SUMMONING OF EMERGENCY SERVICES
04-05-17	1537	160 McCormick Road	LOST PROPERTY
04-05-17	1619	100 Darden Blvd	LARCENY FROM BUILDING
04-05-17	0024	295 Massie Road	ASSIST CITIZEN/MEDICAL
04-06-17	0417	2212 Ivy Road	WELFARE CHECK/DISARM LEO
04-07-17	0115	169 Rugby Road	DIP
04-07-17	0005	1215 Lee Street	ASSAULT
04-07-17	0147	561 McCormick Road	UNDERAGE POSSESSION
04-07-17	0406	1201 West Main Street	DRIVING REVOKED
04-07-17	0147	McCormick Road	MEDICAL ASSIST
04-07-17	0805	128 Amphitheater Way	LARCENY
04-07-17	0805	180 McCormick Road	LOST PROPERTY
04-08-17	2015	169 Rugby Road	LITTERING
04-08-17	0352	1215 Lee Street	STALKING
04-08-17	0342	1215 Lee Street	ASSIST AGENCY
04-09-17	0215	156 Engineers Way NO PI	HIT AND RUN
04-09-17	0350	1215 Lee Street	LOST PROPERTY
04-09-17	0430	450 Whitehead Road	PROPERTY
04-09-17	1627	14 E Lawn	TRESPASSING/LEWD ACT
04-09-17	2043	1215 Lee Street	ASSAULT
04-10-17	0320	1215 Lee Street	DISORDERLY CONDUCT
04-10-17	0852	1000 West Main Street	OBSCENE PHONE CALLS
04-10-17	1242	211 McCormick Road	FIRES NOT ARSON
04-09-17	1627	14 E Lawn	LEWD ACTS
04-10-17	1011	1215 Lee Street	ASSAULT
04-11-17	1226	201 Cabell Drive	SIMPLE ASSAULT
04-11-17	0958	201 Cabell Drive	SIMPLE ASSAULT
04-11-17	1500	300 Massie Road	ASSIST AGENCY
04-11-17	1452	1215 Lee Street	SIMPLE ASSAULT
04-11-17	2143	160 McCormick Road	PROPERTY DAMAGE
04-11-17	1830	George Welch Way and Alderman Road NO PI	TRAFFIC ACCIDENT
04-11-17	2139	1215 Lee Street	ASSIST AGENCY
04-12-17	0416	Chancellor Street at Rugby	OPEN CONTAINER
04-12-17	0402	565 McCormick Road	MEDICAL ASSIST
4-12-17	04560	130 Culbreth Road	DRIVING RESTRICTED OL
04-12-17	1900	1215 Lee Street	FOUND PROPERTY
04-12-17	1836	1240 Lee Street NO PI	HIT & RUN
04-13-17	0435	534 Buckler Drive	ASSIST CITIZEN
04-13-17	0511	1400 University Avenue	TRESPASS
04-13-17	1703	1215 Lee Street	FRAUD
04-13-17	1800	1210 Lee Street NO PI	HIT & RUN
04-14-17	0530	University Circle/University Way	DUI
04-14-17	0805	201 Sprigg Lane	LARCENY
04-14-17	1230	417 Emmet Street	STRANGE CORRESPONDENCE
04-1143-17	1150	11th Street South West NO PI	HIT & RUN
04-14-17	1430	579 McCormick Road	TRESPASS/DISORDERLY CONDUCT
04-14-17	1645	190 McCormick Road	LARCENY
04-14-17	1556	1827 University Avenue	STRANGE CORRESPONDENCE
04-14-17	1630	2304 Ivy Road	STRANGE CORRESPONDENCE
04-14-17	1910	1340 Jefferson Park Avenue	ASSIST AGENCY
04-15-17	0630	505 Edgemont Road	LARCENY
04-15-17	0119	1215 Lee Street	LARCENY
04-15-17	0330	100 Block Rugby Road	UNDERAGE POSSESSION
04-15-17	0422	25 Hancock Drive	UNDERAGE POSSESSION
04-15-17	0631	195 Vaughan Drive	WELFARE CHECK
04-15-17	0700		ASSAULT
04-15-17	1245	454 Farrish Circle Apt 3	VERBAL DISAGREEMENT
04-15-17	1930	1215 Lee Street	ASSIST AGENCY
04-15-17	1825	1709 University Ave NO PI	ACCIDENT
04-16-17	0502	1515 University Avenue	DIP
04-16-17	0400	318 Kent	UNDERAGE POSSESSION
04-16-17	0441	318 Kent	UNDERAGE POSSESSION
04-15-17	1945	20 South Lawn	LARCENY
04-17-17	0930	2018 Holiday Drive	SUSPICIOUS CIRCUMSTANCE
04-17-17	1115	100 Engineers Way	LARCENY
04-17-17	1040	918 Emmet Street North	TRESPASS
04-17-17	1200	1215 Lee Street	LOST MEDICATION
04-17-17	1145	1827 University Ave	SUSPICIOUS CIRCUMSTANCE
04-17-17	1311	2304 Ivy Road	FOUND PROPERTY
04-17-17	2208	600 McCormick Road	POSSESSION OF MARIJUANA
04-18-17	0555	1215 Lee Street	SUSPICIOUS CIRCUMSTANCES
04-18-17	1109	295 Massie Road	PROPERTY DAMAGE
04-18-17	1500	1215 Lee Street	LARCENY
04-18-17	1500	202 Jeannette Lancaster Way	LARCENY
04-18-17	1820	436 McCormick Road	ATTEMPTED WIRE FRAUD
04-18-17	1916	1215 Lee Street	FOUND PROPERTY
04-18-17	1940	1215 Lee Street	LOST PROPERTY
04-18-17	1937	570 Edgemont Road	MEDICAL ASSIST
04-18-17	2330	295 Massie Road	DIP
04-19-17	0030	31 West Lawn	PEEPING TOM
04-19-17	0422	1018 West Main St	UNDERAGE POSSESSION/ECO
04-19-17	0400	565 McCormick Rd	UNDERAGE POSSESSION/MED ASSIST
04-19-17	1100	300 Blk McCormick Rd	TRAFFIC ACCIDENT
04-19-17	1335	400 Lane Rd	TRAFFIC ACCIDENT
04-19-17	2215	580 Massie Rd	ASSIST CITIZEN
04-20-17	0425	20 Bonnycastle Drive	LOST PROPERTY
