Date	Time	Location	Description
03-25-14	1500	1215 Lee Street	THREATENING PHONE CALL
03-25-14	1015	1210 Lee Street NO PI	VEHICLE CRASH
03-25-14	1300	180 McCormick Road	LARCENY
03-25-14	1830	190 McCormick Road	SUSPICIOUS CIRCUMSTANCE
03-25-14	1818	x	x
03-26-14	0800	1215 Lee Street	LOST PROPERTY
03-26-14	2000	326 Johnson	ASSIST CITIZEN
03-27-14	1228	164 McCormick Road	SUSPICIOUS CIRCUMSTANCES
03-27-14	1700	1215 Lee Street	DRUNK IN PUBLIC
03-27-14	1700	1335 Lee Street	LARCENY
03-27-14	2145	510 Massie Road	LARCENY
03-28-14	0510	409 McCormick Road	ALARM
03-28-14	1020	2150 Barracks Rd	NARCOTICS VIOLATION
03-28-14	1345	1215 Lee Street	ASSIST AGENCY/WARRANT SERVICE
03-28-14	1400	Bonny castle Dr.	STATE OWNED VEHICLE CRASH
03-28-14	1530	417 S. Emmet St.	VERBAL THREATS
03-28-14	2011	1300 Lee St.	LARCENY
03-28-14	2200	290 Massie Rd	ABUSIVE LANGUAGE
03-28-14	2325	400 Block West Main St	PUBLIC INTOXICATION
03-29-14	0318	1300 Block 13th St.	RESISTING ARREST
03-29-14	0500	64 Lambeth Commons	ASSIST CITIZEN (MEDICAL)
03-29-14	1125	180 McCormick Rd	LARCENY FROM BUILDING
03-29-14	2215	1826 University Avenue	LOST PROPERTY
03-30-14	0118	Rugby Road/Lambeth Lane	DRUNK IN PUBLIC
03-30-14	0200	252 McCormick Rd	ASSIST CITIZEN
03-30-14	0235	528 Tuttle	ASSIST CITIZEN
03-30-14	0300	1 Bonnycastle Drive	ASSIST CITIZEN
03-30-14	0400	252 McCormick Rd	ASSIST CITIZEN
03-30-14	1250	176 Newcomb Hall	LARCENY
03-30-14	1406	714 Alderman Road	LARCENY
03-30-14	2300	579 McCormick Road	ASSIST CITIZEN
03-31-14	0323	100 Rugby Road	DUI
03-31-14	0824	203 Rugby Rd	B & E
03-31-14	0944	1215 Lee Street	VANDALISM
03-31-14	1510	256 McCormick Rd	VANDALISM
03-31-14	2303	Leake Drive	ASSIST CITIZEN
04-01-14	1235	400 Emmet Street South	ACCIDENT
04-01-14	1703	5 West Pavillion	OBSCENE SEXUAL DISPLAY
04-01-14	1952	525 McCormick Road	LARCENY
04-02-14	0753	1215 Lee Street	LOST PROPERTY
04-02-14	1155	1540 Jefferson Park Avenue	LARCENY
04-02-14	1110	Alderman Rd	VECHILE CRASH REPORT
04-02-14	1437	525 McCormick Rd	LARCENY
04-02-14	1715	508 Floyd Dr	PROPERTY DAMAGE
04-02-14	2330	1240 Lee St	DOA
04-03-14	0300	430 Treehouse Drive	ASSIST CITIZEN
04-03-14	1200	2454 Old Ivy Road	PROPERTY DAMAGE
04-03-14	1350	585 McCormick Road	PROPERTY DAMAGE
04-03-14	1618	1210 Lee Street NO PI	HIT AND RUN
04-04-14	0300	301 15th St NW.	ASSIST CITIZEN
04-04-14	0243	1527 University Ave	DIP/UNDERAGE POSSESSION
04-04-14	1204	600 Massie Rd	ASSIST AGENCY
04-04-14	1700	2400 Old Ivy Rd	SUSPICIOUS CIRCUMSTANCES
04-05-14	0513	435 Treehouse Dr.	ASSIST CITIZEN (MEDICAL)
04-05-14	0700	436 McCormick Rd.	ROBBERY
04-05-14	0800	436 McCormick Rd.	BURGLARY
04-05-14	1540	450 Whitehead Rd.	MEDICAL ASSIST
04-06-14	0200	163 Rugby Rd	ASSIST CITIZEN (MEDICAL)
04-06-14	0500	35 Hancock Dr	ASSIST CITIZEN (MEDICAL)
04-07-14	1755	430 Tree House Drive	SUSPICIOUS PERSON
04-07-14	1900	35 Hancock Drive	LARCENY
04-08-14	0208	435 Treehouse Drive	POSS OF MARIJUANA
04-08-14	1515	1105 W. Main Street	FOUND PROPERTY
04-08-14	1359	21 Hospital Drive	ASSIST CITIZEN
04-09-14	1015	Whitehouse Rd./ Alderman Rd NO PI	VEHICLE CRASH
04-09-14	1651	189 Culbreth Road	SEX OFFENSES
04-10-14	1200	295 Massie Road	FRAUD
04-10-14	1330	1215 Lee Street	LARCENY
04-10-14	1700	400 Brandon Avenue	ASSIST CITIZEN
04-10-14	1930	291 McCormick Road	ASSIST CITIZEN
04-10-14	2010	1826 University Avenue	PPOPERTY LOST
04-10-14	1935	35 Hancock Drive	MEDICAL ASSIST
04-10-14	2315	202 Janette Lancaster Way	PROPERTY DAMAGE
04-12-14	1546	161 Rugby Road	BREAKING AND ENTERING
04-12-14	1630	58 Lambeth Commons	PROPERTY DAMAGE
04-12-14	1703	583 Brandon Avenue	PROPERTY DAMAGE
04-12-14	2045	Vaughn Drive	ACCIDENT
04-13-14	0300	14th St. at Wertland Street	DUI
04-13-14	0413	189 Culbreth Road	PROPERTY DAMAGE
04-13-14	0550	1215 Lee Street	FOUND PROPERTY
04-13-14	1040	1215 Lee Street	ASSIST AGENCY
04-13-14	1022	434 Lannigan Lane	LARCENY
04-13-14	2210	215 Hereford Drive	LARCENY
04-14-14	1037	Cemetery Drive	VANDALISM
04-14-14	1040	400 Brandon Avenue	ASSIST CITIZEN/ECO
04-14-14	1344	1335 Lee Street	DOMESTIC VIOLENCE
04-14-14	1513	100 Block McCormick Road	TRESPASS
04-14-14	1515	265 Hereford Drive	LARCENY
04-14-14	1731	300 Massie Road	PROPERTY DAMAGE
04-14-14	1808	505 Edgemont Road	ASSIST CITIZEN
04-15-14	0705	101 Hospital Drive	VANDALISM
04-15-14	0954	494 Pratt Drive	PROPERTY DAMAGE
04-15-14	1737	409 McCormick Road	LARCENY
04-15-14	1200	1215 Lee Street	SUSPICIOUS CIRCUMSTANCE
04-16-14	0802	160 McCormick Road	PROPERTY FOUND
04-16-2014	1252	400 Block Emmet Street NO PI	ACCIDENT
04-16-14	1313	7 West Pavilion	ASSIST CITIZEN
04-17-14	0000	248 McCormick Road	MEDICAL ASSIST
04-17-2014	1200	1215 Lee Street	ASSIST AGENCY
04-17-14	1014	180 McCormick Road	BREAKING AND ENTERING
04-17-14	2329	1215 Lee Street	SAFE KEEPING
04-17-14	2137	450 Whitehead Rd	LARCENY
04-17-14	2206	1215 Lee Street	TRESSPASSING
04-18-14	0556	173 Culbreth Rd	MEDICAL ASSIST
04-18-14	0330	203 Rugby Rd	MEDICAL ASSIST
04-18-14	0610	1826 University Ave	MEDICAL ASSIST
04-18-14	1200	2454 Old Ivy Rd	EMBEZZLEMENT
04-18-14	2044	1215 Lee Street	SAFE KEEPING
04-18-14	2102	Alderman Rd	TRAFFIC STOP/ELUDING
04-19-14	0450	1018 W. Main St	TRAFFIC STOP/DRIVE REVOKED
04-19-14	0508	466 Lambeth	MENTAL ASSIST
04-19-14	0546	1215 Lee St	FOUND PROPERTY
04-19-14	1530	1210 Lee St	VANDALISM
04-19-14	1045	217 Page House	MEDICAL ASSIST
04-19-14	1509	180 McCormick Rd	LARCENY
04-19-14	2000	476 Faulkner Dr	B & E
04-19-14	1917	1215 Lee St	DRUG VIOLATION
04-19-14	2314	1210 Lee St	HIT AND RUN
04-19-14	2350	1800 Blk University Ave	NARCOTICS VIOLATION
04-20-14	00221	1826 University Avenue	DRUNK IN PUBLIC
04-20-14	1400	1215 Lee Street	SUSPICIOUS CIRCUMSTANCES
04-20-14	1700	2400 Old Ivy Road	COMPUTER TRESPASS
04-20-14	1631	Maupin	PROPERTY LOST
04-20-14	1813	170 Culberth Road	FIRES NOT ARSON
04-20-14	1900	145 McCormick Road	PROPERTY FOUND
04-20-14	1901	1820 University Avenue	LARCENY
04-21-14	0540	1215 Lee Street	WARRANT SERVICE
04-21-14	0847	McCormick & University Avenue NO PI	TRAFFIC ACCIDENT
04-21-14	1039	434 Lannigan Lane	LOST PROPERTY
04-21-14	1445	95 Bice Drive	SUSPICIOUS CIRCUMSTANCES
04-22-14	0835	2304 Ivy Road NO PI	ACCIDENT
04-22-14	1031	2304 Ivy Road	SUSPICIOUS CIRCUMSTANCES
04-22-14	1300	1210 Lee Street NO PI	TRAFFIC HIT & RUN
04-22-14	1305	1605 JPA	LOST PROPERTY
04-22-14	1700	2270 Ivy Road	FOUND PROPERTY
04-23-14	1340	117 11th Street NW	PROPERTY DAMAGE
04-23-14	1600	2304 Ivy Road	SAFEKEEPING
04-23-14	1537	510 Edgemont Road	PROPERTY DAMAGE
04-23-14	1800	35 Hancock Drive	ASSIST CITIZEN
04-24-14	0835	498 Pratt Drive	PROPERTY DAMAGE
04-24-14	1245	1210 Lee Street	SUSPICIOUS CIRCUMSTANCES
04-25-14	0440	200 Blk McCormick	ASSIST CITIZEN
04-25-14	0300	1215 Lee St	ASSAULT
04-25-14	0525	2304 Ivy Rd	BOMB THREAT
04-25-14	1000	10 Bonny Castle Dr	VADALISM
04-25-14	1603	2304 Ivy Rd	LARCENY
04-25-14	1530	50 Hospital Dr	LARCENY
04-25-14	1903	201 Cabell Dr	PROPERTY DAMAGE
04-25-14	2108	450 Whitehead Rd	LARCENY
04-25-14	2236	1215 Lee Street	LARCENY
04-26-14	0730	571 McCormick Road	ASSIST CITIZEN
04-26-14	2053	165 Rugby Road	DIP
04-26-14	2043	520 Floyd Drive	ASSIST CITIZEN
04-26-14	2200	1605 JPA	ASSIT CITIZEN
04-27-14	0550	101 Hospital Drive	D.I.P
