Date	Time	Location	Description
03-13-13	0742	1215 Lee Street UVA Hospital	LARCENY
03-13-13	0848	575 Alderman Road Facilities Management	PROPERTY DAMAGE
03-13-13	1001	UVA Hospital	FORCIBLE FONDLING
03-13-13	0920	1826 University Avenue	SUSPICIOUS CIRCUMSTANCES
03-13-13	0950	5775 Alderman Road	PROPERTY DAMAGE
03-130-13	1026	290 Massie Road McCue Center	LARCENY
03-13-13	1400	Clark Hall	SUSPICIOUS CIRCUSTANCES
03-14-13	0430	Stadium Road	DRUG VIOLATION
03-15-13	0130	1215 Lee Street	TRESPASS
03-15-13	1631	1815 Stadium Road No PI	HIT & RUN
03-15-13	2140	1215 Lee Street	ASSIST CITIZEN ECO
03-16-13	0406	1230 JPA	DRUNK IN PUBLIC
03-16-13	0630	University Gardens	TRESPASS
03-16-13	2230	1215 Lee St	ASSIST AGENCY
03-17-13	0343	Faulkner Way	MOTOR VEHICLE THEFT
03-18-13	0636	1210 Lee Street	TRESPASSING
03-18-13	1900	Dunnington Dorm	ASSIST CITIZEN
03-19-13	0200	1210 Lee Street	LIQUIOR LAW VIOLATION
03-19-13	1009	1215 Lee Street UVA Hospital	ATTEMPTED RAPE
03-19-13	1638	109 Culbreth Road NO PI	TRAFFICE ACCIDENT
03-19-13	1822	248 McCormick Road Monroe Hall	B & E
03-20-13	0535	Weedon House	BLACKMAIL
03-20-13	0917	380 Crispell Dr South Parking Garage	FIRES NOT ARSON
03-20-13	1103	600 Alderman Road PI	ACCIDENT
03-20-13	1300	695 Alderman Road	mEDICAL aSSIST
03-20-13	1700	295 Massie Road JPJ	LARCENY
03-20-13	1640	351 McCormick Road	B & E
03-21-13	1730	490 McCormick Road	LARCENY
03-22-13	1100	New Cabel Hall	LARCENY
03-22-13	1200	Crispell Drive	ASSIST MEDICAL
03-22-13	1831	Gooch Mailroom	LARCENY
03-23-13	1210	Univ. Hall NO PI	VEHICLE ACCIDENT
03-23-13	1404	Leonard Sandridge Rd	PROPERTY DAMAGE
03-23-13	1600	Jefferson Park Ave	PROPERTY DAMAGE
03-23-13	1717	Lanigan Ln	ASSIST CITIZEN
03-23-13	2355	Massie Rd	DIP
03-24-13	0045	Massie Rd	DIP
03-23-13	2030	John Paul Jones Arena	DIP
03-23-13	2045	Massie Rd	SIMPLE ASSAULT
03-24-13	0005	Massie Rd	SIMPLE ASSAULT
03-23-13	2250	Massie Rd	SIMPLE ASSAULT
03-24-13	0050	Massie Rd	TRESPASSING
03-24-13	0228	435 Tree House Drive	MEDICAL ASSIST
03-24-13	0730	295 Massie Road	SUSPICIOUS CIRCUMSTANCE
03-24-13	2100	1215 Lee Street	ASSIST CITIZEN
03-25-13	1420	525 McCormick Road	LARCENY
03-25-13	1540	Rouss Hall	B & E
03-26-13	0108	1215 Lee Street	SAFE KEEPING
03-26-13	1030	248 McCormick Road	BREAKING & ENTERING
03-26-13	0959	Copeley Road & Massie Road NO PI	TRAFFIC ACCIDENT
03-26-13	1030	Hospital West Complex	BREAKING & ENTERING
03-26-13	1215	432 McCormick Road	LARCENY
OCC:	03-26-13	Hospital West Complex	ATTEMPTED B&E
03-26-13	1400	1001 North Emmet Street	SUSPICIOUS CIRCUMSTANCES
03-26-13	1550	11th Street Garage	SUSPICIOUS CIRCUMSTANCES
03-27-13	0400	1702 University Ave. Brooks Hall	MEDICAL ASSIST
03-27-13	0855	Jordan Hall	VANDALISM
03-27-13	1425	102 Amphitheater Way Minor Hall	B & E
03-28-13	1230	Minor Hall	BREAKING & ENTERING
03-28-13	1142	Lee Street Parking Garage	LARCENY FROM VEHICLE
03-28-13	1258	180 McCormick Road	MEDICAL ASSIST
03-28-13	1615	11th Street Parking Garage	LARCENY FROM VEHICLE
03-28-13	2000	1215 Lee St UVA ER	FRAUD
03-29-13	0530	University Ave	SUSPICIOUS PERSON
03-29-13	1111	Chemistry	BURGLARY
03-29-13	1009	Dell/Bonnycastle Dr	VANDALISM
03-29-13	1204	JPA	ASSIST AGENCY
03-29-13	1414	South Parking Garage	VANDALISM
03-29-13	1612	x	x
03-29-13	2115	Emmet St	SUSPICIOUS
03-29-13	2100	South Parking Garage	SUSPICIOUS
03-29-13	1313	South Parking Garage	SUSPICIOUS
03-29-13	2200	JPA	LARCENY
03-29-13	2029	Culbreath Rd	BREAKING AND ENTERING
03-29-13	2051	Lambeth Commons	DISORDERLY CONDUCT
03-30-13	0250	McCormick Rd	ASSIST CITIZEN
03-30-13	0620	Monitoring Station, Emmet St	FOUND PROPERTY
03-31-13	0400	Gooch	ASSIST CITIZEN
03-31-13	0640	Emmet St/Angus Rd	DUI
03-31-13	0620	Lambeth	ASSIST CITIZEN
03-31-13	2331	Hancock Dr	FALSE ID
04-01-13	0100	Abbott House	MOTOR VEHICLE THEFT
04-01-13	0020	University Ave	DIP
04-01-13	0407	1826 University Avenue	ATTEMPTED SEXUAL ASSAULT
04-01-13	0819	220 Woody Dorm	THEFT OF MOTOR VEHICLE
04-01-13	1210	472 Faulkner Way	THEFT OF MOTOR VEHICLE
04-01-13	1250	Nau Hall	LOST PROPERTY
04-01-13	1245	Gilmer Drive NO PI	VEHICLE ACCIDENT
04-01-13	1745	500 Block of Alderman Road	D.I.P.
04-01-13	2015	Bonnycastle Drive	PROPERTY DAMAGE
04-02-13	1239	South Newcomb Road	TRESPASSING
04-02-13	1430	Hospital Drive	FOUND PROPERTY
04-02-13	2300	UVA Hospital	ASSAULT
04-03-13	1213	Campbell Hall	LOST PROPERTY
04-03-13	1935	Central Grounds Parking Garage	VANDALISM
04-04-13	0435	160 McCormick Rd.	FOUND PROPERTY
04-04-13	1212	1222 Jefferson Park Ave	ASSIS AGENCY
04-04-13	1645	100 Darden Blvd	PROPERTY DAMAGE
04-04-13	2248	Alderman Library First Floor	THEFT FROM BUILDING
04-05-13	0157	1105 W. Main St	ASSIST CITIZEN
04-06-13	0515	416 McCormick Rd	SUICIDE
04-06-13	1530	429 Monroe LN	LOST PROPERTY
04-06-13	2120	Lambeth Field Parking Lot	PROPERTY DAMAGE
04-07-13	0530	161 McCormick Rd	TRESPASS
04-07-13	0200	Rotunda	ASSIST CITIZEN
04-08-13	0715	3 West Staff Lounge	LARCENY
04-08-13	0950	291 McCormick Road	TRESPASS
04-08-13	1100	432 McCormick Road	PROPERTY DAMAGE
04-08-13	1200	Stadium Rd	SIMPLE ASSAULT
04-08-13	1730	UVA Lawn	LOST PROPERTY
04-08-13	1928	Lee St	D.I.P
04-09-13	1210	170 McCormick Road Alderman Library	FOUND PROPERTY
04-09-13	1445	324 Peyton Court	MOTOR VEHICLE THEFT
04-09-13	1447	T4 Parking Lot Whitehead Road	LARCENY
04-09-13	1800	450 Whitehead Road	ASSIST CITIZEN
04-10-13	0945	450 Whitehead Rd	VEHICLE CRASH
04-10-13	1100	Culbreth Rd	SUSPICIOUS PERSON
04-10-13	1340	Thornton Hall	LARCENY
04-10-13	1400	Minor Hall	THREATENING PHONE CALL
04-10-13	1515	Out Patient Pharmacy	THREATENING PHONE CALL
04-11-13	0230	416 McCormick Road	ASSAULT
04-11-13	1900	400 McCormick Road PI	TRAFFIC ACCIDENT
04-11-13	2220	1215 Lee Street	ASSIST AGENCY
04-12-13	1300	295 Massie Rd, JPJ	SUSPICIOUS PERSON
04-12-13	1330	6	LOST PROPERTY
04-12-13	1540	Emily Couric Cancer Center	BREAKING & ENTERING
04-12-13	1606	Wilson Hall 3rd Floor Ladies Room	PROPERTY
04-12-13	1727	Wooded Area Across from Whyburn Dorm	FOUND PROPERTY
04-13-13	0351	484 Floyd Drive, Gooch Dorm	TRESPASS
04-13-13	1420	580 Massie Road	CIVIL DISPUTE
04-13-13	2245	695 Alderman Road, Dunnington House	ASSIST CITIZEN
04-13-13	2058	450 Whitehead Road, Aquatic Fitness Center	SIMPLE ASSAULT
04-14-13	0730	125 Ruppel Drive	ASSIST CIT
04-14-13	1000	1215 Lee Street UVA Hospital	SIMPLE ASSUALT
04-15-13	0001	583 Brandon Ave	PROPERTY DAMAGE
04-15-13	1230	Law School lot	LARCENY
04-15-13	0955	Rt. 302	VEHICLE ACCIDENT
04-15-13	1100	Alderman Road	VEHICLE ACCIDENT
04-15-13	1051	351 McCormick Road/Thornton Hall	SIMPLE ASSAULT
04-15-2013	1545	UVA Hospital	SIMPLE ASSAULT
04-15-13	2303	2304 Ivy Rd	COMPUTER TRESSPASS
04-16-13	0320	UVA Hospital	PROPERTY DAMAGE
04-16-13	1338	432 McCormick Rd	MOTOR VEHICLE THEFT
04-16-13	1321	2861 Ivy Rd	BREAKING AND ENTERING
04-16-13	1635	Hereford College	LOST PROPERTY
04-16-13	1706	1215 Lee Street	LARCENY
04-16-13	2222	173 Culbreth	MEDICAL ASSIST
04-16-13	2138	Metcalf Dorm	VANDILISM
04-16-13	2350	583 Brandon Ave	DRUG VIOLATION
04-15-13	1400	Peabody Hall	LARCENY
04-17-13	1308	36 Rotunda Drive	TRESPASS
04-17-13	1721	1215 Lee Street	LARCENY
04-17-13	2114	Peabody Hall	LARCENY
04-18-13	1137	2009 Stadium Rd	DISORDERLY CONDUCT
04-18-13	1220	Copeley Rd & Massie Rd	OIL LEAK
04-19-13	0315	Carrs Hill	ASSIST CITIZEN
04-19-13	1100	Crespell Drive	PROPERTY LOST
04-19-13	1039	Carrs Hill	LARCENY
04-19-13	1300	Lee St	PROPERTY DAMAGE
04-19-13	2123	Emmet Dorm	MEDICAL ASSIST
04-20-13	0040	Lee St	DRUNK IN PUBLIC
04-20-13	0939	30 Bonnycastle Drive	MOTOR VEHICLE THEFT
04-20-13	1154	432 McCormick Road	LARCENY
04-21-13	0430	2009 Stadium Road	FOUND PROPERTY
04-21-13	0520	115 Madison Lane	DUI
04-21-13	0553	1215 Lee Street	ASSIST AGENCY
04-21-13	1540	Runk Dining Hall Bike Rack	MOTOR VEHICLE THEFT
04-21-13	1630	434 Lannigan Field	MEDICAL ASSIST
04-22-13	1051	30 Bonnycastle Drive	MOTOR VEHICLE THEFT
04-22-13	1118	160 McCormick Road	VANDALISM
04-22-13	1345	302 McCormick Road	VEHICLE ACCIDENT
04-22-2013	1428	x	x
04-22-13	1503	Hospital Drive	BREAKING & ENTERING
04-22-13	1615	Clark Park	TRESPASS
04-23-13	1424	Brooks Hall	LARCENY
04-23-13	1730	117 11th Street SW	ASSUALT SIMPLE
04-23-13	1915	Campbell Hall	LARCENY
04-24-13	0435	Lambeth Cr. & Rugby Rd	DUI
04-24-13	1500	1204 W. Main Street/ Battle Bldg.	MEDICAL ASSIST
04-24-13	1530	1604 Jefferson Park Avenue / New Cabell Hall	LARCENY
04-25-13	0754	1215 Lee Street	ASSIST AGENCY
04-25-13	0841	1215 Lee St	TRESPASS
04-25-13	1000	McCue Center	BREAKING & ENTERING
04-25-13	0935	2476 Old Ivy Rd	LARCENY
04-25-13	1230	1015 Massie Rd	FOUND PROPERTY
04-25-13	1345	Carruthers Hall	SUSPICIOUS CIRCUMSTANCE
04-25-13	1550	Brooks Hall	LOST PROPERTY
04-25-13	1958	202 Jeannette Lancaster Way	PROPERTY DAMAGE
04-25-13	2000	Lambeth Commons	PROPERTY DAMAGE
04-26-13	0436	571 McCormick Road	ASSIST CITIZEN
04-26-13	1135	1222 Jefferson Park Avenue	ASSIST AGENCY
04-26-13	1405	1900 Carrs Hill Road	LARCENY
04-26-13	1500	1340 Jefferson Park Avenue	ANNOYING EMAILS
04-27-13	0525	1215 Lee St	WARRANT SERVICE
04-27-13	2000	1826 University Ave	TRESPASSING
04-28-13	0115	160 McCormick Rd	LARCENY
04-27-13	2350	1321 Lee St	DISORDERLY
04-28-13	0200	Cauthen House	ASSIST CITIZEN
04-28-13	0615	149 Newcomb Road North	TRESPASS
04-29-13	1315	Claude Moore Nursing Education Building	HARASSMENT
04-30-13	1600	UVA Hospital Gift Shop	SIMPLE ASSAULT
04-30-13	1200	UVA R.O.T.C. Bldg	FRAUD
04-30-13	1559	200 South Emmet St Dell	LARCENCY
05-01-13	0010	2304 Ivy Rd	SUSPICIOUS CIRCUMSTANCE
05-01-13	0105	125 Ruppel Drive Robertson Hall	LARCENY
05-01-13	0150	383 Gooch Dorm	ASSIST CITIZEN
05-01-13	0400	1404 JPA French House	ASSIST CITIZEN
05-01-13	0600	102 14th Street N.W. Bolan Heights	DISORDERLY CONDUCT
05-01-13	0500	463 Lambeth House	ASSIST CITIZEN
05-01-13	1512	351 McCormick Rd Thornton Hall	LARCENY
05-01-13	1650	1215 Lee St Medical Center Emergency Dept.	SAFEKEEPING
05-02-13	0420	163 Rugby Road	BURGLARY
05-02-13	0405	21 Hospital Drive	FOUND PROPERTY
05-02-13	1107	1335 Lee Street	FRAUD
05-02-13	1226	Gooch Dorm	LARCENY
05-02-13	1710	1221 Lee Street	LARCENY
05-02-13	2003	1215 Lee Street	ASSIST AGENCY
